gene_id,gene_name,runon_chr,runon_start,runon_end,runon_strand,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_log2FC,gene_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000039515,Ptpa,2,30337818,30357817,+,20000,21.1452261685244,-0.372620031049735,0.541699911117556,-0.616218454161404,0.573640069965287,12,Blood,12h
ENSMUSG00000039568,Ubald1,16,4672642,4692641,-,20000,43.6862649990266,0.387253336441668,0.509705086330364,0.273369993453404,0.71052557517389,12,Blood,12h
ENSMUSG00000039738,Slx4,16,3783505,3796986,-,13482,26.1183757806474,0.333177052753793,0.710543925304793,-0.0952891247128031,0.85701084159154,12,Blood,12h
ENSMUSG00000039753,Fbxl5,5,43881958,43901957,-,20000,118.444443811554,0.901213009624182,NA,0.425861686643924,0.629039867997755,12,Blood,12h
ENSMUSG00000039813,Tbc1d2,4,46584390,46604389,-,20000,137.98464654063,0.363818679591274,0.363815836022464,1.72267014244144,0.00904200611695178,12,Blood,12h
ENSMUSG00000039826,Trub2,2,29646122,29666121,-,20000,31.2452638871458,0.157056331651439,0.854203118881055,-0.153376181214454,0.713963057398506,12,Blood,12h
ENSMUSG00000039831,Arhgap29,3,121810403,121830402,+,20000,29.5380480030372,0.808232241676696,0.542184635179823,-0.55952081715274,0.690957427737737,12,Blood,12h
ENSMUSG00000040247,Tbc1d10c,19,4225479,4234355,-,8877,69.8129330062974,0.836711927875099,0.253018003434215,-0.229455660437281,0.734273955510965,12,Blood,12h
ENSMUSG00000040374,Pex2,3,5605248,5625247,-,20000,24.1750504006558,0.455258662817415,0.644716795605931,-0.408771303397497,0.537185622299622,12,Blood,12h
ENSMUSG00000040532,Abhd11,5,135041030,135052335,+,11306,2.65564398896246,-0.053003780341858,NA,-0.0258567523141751,0.987413298931546,12,Blood,12h
ENSMUSG00000040747,Cd53,3,106647237,106667236,-,20000,270.112644014594,0.731182461939043,0.216117082095779,0.382501110543375,0.488309376743393,12,Blood,12h
ENSMUSG00000040857,Erf,7,24937277,24941985,-,4709,0.950860867345264,1.251711875263,NA,-0.169610566727576,0.862316997610333,12,Blood,12h
ENSMUSG00000041124,Msantd4,9,4386871,4406870,+,20000,8.06705102636993,0.962544829527924,0.500980138487395,0.346612110693908,0.362058502331133,12,Blood,12h
ENSMUSG00000041362,Shtn1,19,58941928,58961927,-,20000,19.0755693327855,-0.218962059922587,0.892202323962132,-0.277138756137337,0.824310869212625,12,Blood,12h
ENSMUSG00000041390,Mdfic,6,15802165,15822164,+,20000,42.5119169909297,0.839278955401871,0.238951483245674,-0.212933870189233,0.789336052213166,12,Blood,12h
ENSMUSG00000041645,Ddx24,12,103354242,103374241,-,20000,34.6682495580703,-0.0983593393978616,0.920394191170645,0.412321007770219,0.210215065161854,12,Blood,12h
ENSMUSG00000041954,Tnfrsf18,4,156113349,156133348,+,20000,8.61900435449321,1.08134304555969,0.451793549152138,0.320637922913244,0.605620253843255,12,Blood,12h
ENSMUSG00000042063,Zfp386,12,116026981,116041347,+,14367,41.1607202076692,0.707933160526728,0.251484005260751,0.20504367263737,0.764027325789712,12,Blood,12h
ENSMUSG00000042111,Ccdc115,1,34455751,34475750,-,20000,80.1096099789885,-0.424408493651921,0.61334846865074,-0.324483662247996,0.643486228679242,12,Blood,12h
ENSMUSG00000042228,Lyn,4,3791614,3811613,+,20000,99.790951820248,0.459117711100842,0.271625826754574,1.3457548969825,0.00257019930364318,12,Blood,12h
ENSMUSG00000042350,Arel1,12,84944924,84964923,-,20000,77.7746262090225,0.300963877633814,0.706861052973675,-0.531763346830578,0.612566744311295,12,Blood,12h
ENSMUSG00000042514,Klhl14,18,21663436,21683435,-,20000,2.49294519799271,0.102239924428105,NA,0.785009000350922,0.421319172205122,12,Blood,12h
ENSMUSG00000042772,Smg7,1,152692747,152712746,-,20000,65.0994993780708,0.237135539670721,0.708731420323954,-0.224793605097286,0.659712585305146,12,Blood,12h
ENSMUSG00000043336,Filip1l,16,57393490,57413489,+,20000,108.335362624514,1.86658924728217,3.86087084590648e-10,0.466232018805657,0.145714104830005,12,Blood,12h
ENSMUSG00000043602,Zfp3,11,70663755,70683754,+,20000,20.0573948986035,-0.0928155293364219,0.927763299047766,-0.505169777754454,0.354583660777472,12,Blood,12h
ENSMUSG00000044456,Rin3,12,102357115,102377114,+,20000,86.7094271396153,1.52395376001254,6.10274711767982e-05,0.951649932954425,0.0203303127841465,12,Blood,12h
ENSMUSG00000044468,Tent5c,3,100355373,100375372,-,20000,390.591138233782,-1.44384673447978,0.227284537861485,-1.22477606635892,0.271946845258875,12,Blood,12h
ENSMUSG00000044583,Tlr7,X,166067925,166087924,-,20000,45.2019396162872,2.09120097512136,6.63153932242662e-08,0.192993426013055,0.671942733267285,12,Blood,12h
ENSMUSG00000045107,Saysd1,14,20105704,20125703,-,20000,23.233145832418,2.04982156205231,0.00125858562119544,0.518482454719531,0.575679748993233,12,Blood,12h
ENSMUSG00000045503,Sys1,2,164307433,164327432,+,20000,56.3373156127826,0.356821993695925,0.401286215947234,0.398277618393085,0.263141552298887,12,Blood,12h
ENSMUSG00000045868,Gvin1,7,105735763,105755762,-,20000,539.437501314223,1.43699934420539,0.000701245466976838,-0.359411245382597,0.805516184597458,12,Blood,12h
ENSMUSG00000046062,Ppp1r15b,1,133067522,133087521,+,20000,47.3629980267242,1.48206614272881,0.000230707672949803,0.165490378279167,0.689262267698777,12,Blood,12h
ENSMUSG00000046079,Lrrc8d,5,105963077,105983076,+,20000,84.9588741533296,1.22336679134863,0.0077263144884849,1.56100479940034,4.49627848465794e-07,12,Blood,12h
ENSMUSG00000046080,Clec9a,6,129401727,129421726,+,20000,20.5898770448564,-0.507942545535662,0.634264288307153,0.443491564821532,0.59584438645076,12,Blood,12h
ENSMUSG00000046768,Rhoj,12,75448231,75468230,+,20000,4.6751918378349,1.22331376039558,0.310847508885459,1.64310883699393,0.011893935762304,12,Blood,12h
ENSMUSG00000046791,Riox1,12,83999726,84019725,+,20000,30.2769731296459,1.37594546221422,0.0263196416889014,1.04108728212507,0.003075395274414,12,Blood,12h
ENSMUSG00000046794,Ppp1r3b,8,35855289,35875288,+,20000,51.6181580946702,2.53835366628087,0.0126971407852662,0.0764451730363488,0.973751955502318,12,Blood,12h
ENSMUSG00000046994,Mars2,1,55287630,55307629,+,20000,111.674872877227,2.28827174233205,5.04783722560172e-15,0.90003362335562,0.0142547242532735,12,Blood,12h
ENSMUSG00000047036,Zfp445,9,122673101,122677974,-,4874,11.6164039641441,-0.175553852959504,0.91052368043053,-0.0145492611717717,0.98866914800804,12,Blood,12h
ENSMUSG00000047446,Arl4a,12,40063290,40083289,-,20000,89.9481336442577,1.02565921778504,0.045161101860402,-0.137188513449216,0.928154087167179,12,Blood,12h
ENSMUSG00000047656,Trpt1,19,6976415,6996414,+,20000,632.064089671486,2.36118300596554,1.00824146942558e-06,-1.05762733284191,0.371527735882209,12,Blood,12h
ENSMUSG00000047735,Samd9l,6,3352257,3372256,-,20000,40.7777772806751,0.870318465280224,0.0904135488981762,0.404284846339732,0.287984628964414,12,Blood,12h
ENSMUSG00000047751,Utf1,7,139525026,139545025,+,20000,22.9582415122184,0.782251476533171,0.189397612187126,0.794761365276929,NA,12,Blood,12h
ENSMUSG00000047880,Cxcr5,9,44403084,44423083,-,20000,40.6888669205852,0.816236605724588,0.207416616169208,0.964068690757477,0.166753617337546,12,Blood,12h
ENSMUSG00000048677,Tpcn2,7,144787660,144807659,-,20000,56.3031626560307,0.80002642701434,0.120912974216253,0.0687616654361435,0.936219339317691,12,Blood,12h
ENSMUSG00000048787,Dcun1d3,7,119432019,119452018,-,20000,38.8059255235177,1.49116799472376,4.21667935928716e-06,0.669257806919041,0.244781376331565,12,Blood,12h
ENSMUSG00000049047,Armcx3,X,133662205,133682204,+,20000,5.23456198070063,0.514452982733769,0.757362503347882,0.209664382538815,0.769805031573111,12,Blood,12h
ENSMUSG00000049323,Smcr8,11,60679114,60699113,+,20000,113.839561072638,0.784451980699144,0.0609157038240972,0.403571110603317,0.375063559346646,12,Blood,12h
ENSMUSG00000049580,Tsku,7,97979875,97999874,-,20000,5.93577009884905,2.45591069006338,0.262325454276504,3.02504744093918,0.0549216754652459,12,Blood,12h
ENSMUSG00000049680,Urgcp,11,5657688,5663416,-,5729,39.9280453172262,1.15957590787843,0.0126706371204195,0.782808700841512,0.0150281298724405,12,Blood,12h
ENSMUSG00000049686,Orai1,5,123168520,123188519,+,20000,23.649145607675,1.96297397649359,0.0031073423727737,1.68217664329704,2.01219513062763e-05,12,Blood,12h
ENSMUSG00000049878,Rlf,4,120983080,121003079,-,20000,48.2248285043775,1.04588388109069,0.0287274971657322,0.0730281336309103,0.919267223302435,12,Blood,12h
ENSMUSG00000049907,Rasl11b,5,74360143,74380142,+,20000,2.5420303371917,-0.038098007252057,NA,-0.648945783426231,0.645987545012715,12,Blood,12h
ENSMUSG00000049969,Plekhf2,4,10968662,10988661,-,20000,108.310416533746,0.809368231352592,0.120731259694878,0.078932420712139,0.948540025689933,12,Blood,12h
ENSMUSG00000050107,Haspin,11,73006311,73026310,-,20000,15.4867961070524,0.55320138159896,0.487914681014659,-0.0129858066587021,0.990135872305818,12,Blood,12h
ENSMUSG00000050493,Fam167b,4,129452166,129470607,-,18442,200.663798830316,-0.134881334862374,0.905017924470562,-0.474707627653664,0.86832690357716,12,Blood,12h
ENSMUSG00000050587,Lrrc4c,2,97462012,97482011,+,20000,1.80777545822744,0.707558375726191,NA,-0.411837203946257,0.866631366415725,12,Blood,12h
ENSMUSG00000051022,Hs3st1,5,39751278,39771277,-,20000,27.4785013483086,1.81687069812243,0.00254230323510729,-0.431706756560481,0.73168446100398,12,Blood,12h
ENSMUSG00000051124,Gimap9,6,48655634,48661515,+,5882,118.389819828592,2.17522889669361,2.3967271380158e-07,1.22113761520111,0.00215249531708026,12,Blood,12h
ENSMUSG00000051234,Rnf7,9,96332990,96352989,-,20000,16.44688491832,0.0768766518200991,0.951453300436051,0.0692966209655166,0.877206576519339,12,Blood,12h
ENSMUSG00000051341,Zfp52,17,21782864,21787269,+,4406,47.178963122406,1.76022639998318,5.39980765391714e-07,1.56597580970707,3.87240763840346e-11,12,Blood,12h
ENSMUSG00000051367,Six1,12,73068601,73088600,-,20000,0.585076134234811,0.0489887287221587,NA,0.88963385871986,NA,12,Blood,12h
ENSMUSG00000052151,Plpp2,10,79342264,79362263,-,20000,6.19972569162741,-0.0495602636272988,0.987944777057452,-0.0988554376820344,0.960205017960656,12,Blood,12h
ENSMUSG00000052609,Plekhg3,12,76625817,76645816,+,20000,59.3296641441879,0.606309959024568,0.421582278391851,0.179036371899294,0.851202295155407,12,Blood,12h
ENSMUSG00000052776,Oas1a,5,121025646,121034318,-,8673,19.4731329368024,-0.310407018314967,0.699879087527884,-0.676887929343775,0.380539491285637,12,Blood,12h
ENSMUSG00000053914,Kdm4d,9,14353844,14373843,-,20000,3.38753597404637,1.33900103376218,0.367389890009349,0.096115356341728,NA,12,Blood,12h
ENSMUSG00000054072,Iigp1,18,60525700,60545699,+,20000,10.4374077299464,0.419151105339828,0.821503470223265,-0.980892183582983,0.514962968613191,12,Blood,12h
ENSMUSG00000054648,Zfp869,8,70135306,70155305,-,20000,3.54899687041059,0.291305643170066,0.871592405378835,0.247725460372432,0.585130672633402,12,Blood,12h
ENSMUSG00000054850,Smim10l2a,X,55423160,55443159,+,20000,1.24547647505978,0.793724112160362,NA,-0.7319864065885,NA,12,Blood,12h
ENSMUSG00000054951,9130008F23Rik,17,41166373,41186372,-,20000,14.5923853322857,-0.0858921463895473,0.962831468598315,-0.0886404422533462,0.964239660273066,12,Blood,12h
ENSMUSG00000055128,Cgrrf1,14,47091651,47111650,+,20000,17.8461599018112,0.624779098663253,0.488031096683605,0.268817124824987,0.70323385672924,12,Blood,12h
ENSMUSG00000055652,Klhl25,7,75523880,75543879,+,20000,6.14510500820268,1.41864771201798,0.278054211203719,0.306903650280783,0.846007748291416,12,Blood,12h
ENSMUSG00000056019,Zfp709,8,72649572,72662451,+,12880,9.66105889551336,0.515093916415987,0.652729505708538,0.308232741540585,0.426728878046789,12,Blood,12h
ENSMUSG00000056069,Otulinl,15,27635157,27655156,-,20000,23.2068342800934,1.12632576885791,0.28539375557548,0.104339545148903,0.800255170955689,12,Blood,12h
ENSMUSG00000056260,Lrif1,3,106643891,106663890,+,20000,15.535593970461,0.658910509138298,0.316823384349585,0.202792096760374,0.700751862004587,12,Blood,12h
ENSMUSG00000056536,Pign,1,105426151,105446150,-,20000,19.848587011681,-0.25067514383363,0.846851097833537,0.844143057136708,0.12379907266843,12,Blood,12h
ENSMUSG00000057135,Scimp,11,70661758,70681757,-,20000,73.2970113594338,0.387189099180383,0.516553101320459,-0.557359783620477,0.543087743475948,12,Blood,12h
ENSMUSG00000057396,Zfp759,13,67289852,67309851,+,20000,40.3176479672781,0.718145251265887,0.320064758508367,0.111475100432044,0.90722427413357,12,Blood,12h
ENSMUSG00000057409,Zfp53,17,21730736,21750735,+,20000,65.0379764045128,1.01646703868066,0.00258052167421597,0.430288874723771,0.301347138192344,12,Blood,12h
ENSMUSG00000057522,Spop,11,95384233,95404232,+,20000,89.3159608207002,1.11388196989581,0.0817315491301942,-0.078730399691263,0.957474744408527,12,Blood,12h
ENSMUSG00000057766,Ankrd29,18,12369458,12385418,-,15961,1.15696538891786,-0.0749796997364169,NA,-0.62068878402169,0.615141347829291,12,Blood,12h
ENSMUSG00000059291,Rpl11,4,135757042,135777041,-,20000,64.9413812835924,-0.201279322552531,0.848499771752325,0.0574031056686429,0.921247274262673,12,Blood,12h
ENSMUSG00000059475,Zfp426,9,20371457,20380003,-,8547,8.43759740070232,0.271580468580389,0.860517507054749,0.379401165889718,0.327354607561418,12,Blood,12h
ENSMUSG00000060301,2610008E11Rik,10,78880208,78900207,-,20000,65.121133202726,0.474880098382936,0.535890454389257,-0.194199809360328,0.744727418043308,12,Blood,12h
ENSMUSG00000060671,Atp8b2,3,89826788,89846787,-,20000,1.79318721298735,1.10740318402763,NA,0.32286929056787,0.482204083933248,12,Blood,12h
ENSMUSG00000060678,H4c3,13,23867932,23881617,-,13686,2006.51974664966,2.3594640342699,2.40647740313928e-06,0.570306339340154,0.421319172205122,12,Blood,12h
ENSMUSG00000060950,Trmt61a,12,111650337,111670336,+,20000,6.8672138553755,0.82322415886993,0.538115106875981,0.53709273262314,0.470347022496825,12,Blood,12h
ENSMUSG00000061615,H2ac4,13,23935582,23936249,+,668,140.883925188031,3.8882317183994,3.22521241173846e-08,-0.420496549932479,0.643761339582775,12,Blood,12h
ENSMUSG00000061758,Akr1b10,6,34373886,34389268,+,15383,2.79259784840562,-1.73521630311572,NA,0.785448915002758,0.13573979510198,12,Blood,12h
ENSMUSG00000062210,Tnfaip8,18,50224850,50244849,+,20000,93.8320000226363,0.951508143173108,0.0165318216958429,0.978271043993079,0.00233800487399275,12,Blood,12h
ENSMUSG00000062743,Zfp677,17,21619528,21639527,+,20000,5.89171512757013,0.689473391235555,0.554797925303101,0.5811811486167,0.0349646004437167,12,Blood,12h
ENSMUSG00000063047,Zfp780b,7,27640786,27660785,-,20000,79.7532782972185,0.685963257787025,0.176849739829132,0.191881150755025,0.701921896271236,12,Blood,12h
ENSMUSG00000063049,Ing2,8,48100213,48120212,-,20000,53.0444168792262,0.699920835833265,0.160343648298373,0.63673747977266,0.312796048875854,12,Blood,12h
ENSMUSG00000063383,Zfp947,17,22343340,22363339,-,20000,3.13028008393306,-2.29555578729021,NA,-0.85982926181043,0.258246426533206,12,Blood,12h
ENSMUSG00000063704,Mapk15,15,75871004,75881738,+,10735,2.14526203068789,-0.818248278647037,NA,-2.19837723574935,NA,12,Blood,12h
ENSMUSG00000066258,Trim12a,7,103937302,103949103,-,11802,129.758972360249,0.36433047339401,0.359724629971948,0.061087644391417,0.915640943275309,12,Blood,12h
ENSMUSG00000066861,Oas1g,5,120994205,121014204,-,20000,16.4124970348645,-0.173907542916398,0.871526102985304,-0.519832535769743,0.449944725966457,12,Blood,12h
ENSMUSG00000066880,Zfp617,8,72688474,72704914,+,16441,14.6729805134758,0.838387109367796,0.398630241457865,0.0978786748954325,0.79517613499188,12,Blood,12h
ENSMUSG00000067916,Zfp991,4,147265037,147285036,+,20000,237.798256626124,0.902343028662577,0.0232563313665209,0.379216865611295,0.535949854973415,12,Blood,12h
ENSMUSG00000067931,Zfp948,17,21808962,21828961,+,20000,6.97390474432503,1.9114299118249,0.0327581392490635,1.58802429038712,2.22610925849828e-09,12,Blood,12h
ENSMUSG00000068134,Zfp120,2,149936326,149956325,-,20000,14.7267491835495,0.478115002481223,0.558712848189339,0.221006929950037,0.502069773220931,12,Blood,12h
ENSMUSG00000068744,Psrc1,3,108295548,108315547,+,20000,0.680773675305593,-0.205786146332773,NA,-0.817323116583271,0.46105995197686,12,Blood,12h
ENSMUSG00000069300,H2bc11,13,22227847,22247846,+,20000,426.466961263806,2.82697093949038,8.57603606038151e-07,-0.548159163498729,0.57701275855606,12,Blood,12h
ENSMUSG00000069301,H2ac11,13,22219739,22226629,-,6891,8255.9760620553,2.88303715090922,8.95159568524914e-08,-0.356647766825484,0.74449834882872,12,Blood,12h
ENSMUSG00000069305,H4c18,13,21995937,22015936,-,20000,3301.88325672187,2.79173661212667,1.88211222298319e-08,1.30465691680909,0.0321356699739067,12,Blood,12h
ENSMUSG00000069793,Slfn9,11,82849216,82869215,-,20000,48.2173300390373,0.485165682109266,0.445513167689717,-0.125992069857467,0.869339033489955,12,Blood,12h
ENSMUSG00000070298,Trcg1,9,57157148,57177147,+,20000,8.8586591100157,0.463686848564427,0.701404174875915,1.73658374994554,NA,12,Blood,12h
ENSMUSG00000070306,Ccdc153,9,44158312,44178311,+,20000,62.749182050202,2.76302639215936,1.67929320617812e-07,-2.64747641785447,NA,12,Blood,12h
ENSMUSG00000070426,Rnf121,7,101667898,101668343,-,446,1.12220860120035,2.96599035006819,NA,-0.294195265281123,0.697922995039799,12,Blood,12h
ENSMUSG00000070462,Tlnrd1,7,83509081,83529080,-,20000,51.8822634798245,2.00031093905426,1.51273778249101e-06,0.0111315844714407,0.990913579246395,12,Blood,12h
ENSMUSG00000070605,Zfp992,4,146554750,146574749,+,20000,115.137146326215,0.485078804658785,0.391173745816097,0.659934317265203,0.316736445361563,12,Blood,12h
ENSMUSG00000070780,Rbm47,5,66153892,66173891,-,20000,28.5355875975184,1.08545616370019,0.401502444848836,-0.280760153916495,0.88610555438106,12,Blood,12h
ENSMUSG00000071266,Zfp946,17,22675671,22695670,+,20000,3.59331939516749,0.0998229340497962,0.96809120767196,-0.888641620049821,0.321478381813056,12,Blood,12h
ENSMUSG00000071267,Zfp942,17,22128908,22145940,-,17033,17.0776183161235,1.10985615316487,0.0257216265461818,-0.174974836309458,0.753461872920885,12,Blood,12h
ENSMUSG00000071302,Zfp1006,8,129924598,129944597,-,20000,85.9869827438094,-0.341211684147639,0.664519170618941,-0.244697663324446,0.747322422820167,12,Blood,12h
ENSMUSG00000071379,Hpcal1,12,17841935,17861934,+,20000,29.5606488556921,1.01860425197145,0.030869968348714,0.894512950326259,0.0775111084253115,12,Blood,12h
ENSMUSG00000072066,Zfp1008,13,62732069,62752068,-,20000,16.3537672786652,0.107046957136729,0.93814629580855,0.119811835962599,0.91478215119258,12,Blood,12h
ENSMUSG00000072620,Slfn2,11,82961505,82981504,+,20000,459.425676088097,1.68629554636179,0.00015149738095207,0.700725250711836,0.150070413662325,12,Blood,12h
ENSMUSG00000072763,Zfp1007,5,109802411,109822410,-,20000,17.6582353066171,0.00820505958707854,0.996087852346819,-0.224070437403454,0.73984160918432,12,Blood,12h
ENSMUSG00000073448,Gm10509,17,21911581,21926722,+,15142,25.4654604936243,0.855811520687045,0.294572650894547,0.0261851785005604,0.970019835283103,12,Blood,12h
ENSMUSG00000073901,Or2ag19,7,106445415,106462391,+,16977,0.996977225089894,-0.0592758430449358,NA,1.41005352639902,NA,12,Blood,12h
ENSMUSG00000074340,Ovgp1,3,105894740,105914739,+,20000,22.8750437428908,1.14813744682533,0.227312975289683,-2.89444692012897,0.000172923903456883,12,Blood,12h
ENSMUSG00000074733,Zfp950,19,61086569,61106568,-,20000,205.360739613269,-0.0764239892121304,0.939608973263488,-0.346896173979417,0.479242335178205,12,Blood,12h
ENSMUSG00000074748,Atxn7l3b,10,112741335,112761334,-,20000,46.0118662756082,1.03793711752139,0.0154449930631541,0.100807955367165,0.816559372919066,12,Blood,12h
ENSMUSG00000074811,Hps6,19,45994613,46014612,+,20000,4.8456391715682,0.631471337905341,0.666899150629336,0.428702006414355,0.505328531565503,12,Blood,12h
ENSMUSG00000074890,Lcmt2,2,120948079,120968078,-,20000,40.1029207383961,2.71688035318782,2.132935575264e-10,0.821426737331828,0.0137372979012508,12,Blood,12h
ENSMUSG00000078234,Klhdc7a,4,139667531,139687530,-,20000,10.1876861474726,0.979022863818818,0.301582505076667,-0.901064442684679,0.635464555503826,12,Blood,12h
ENSMUSG00000078498,Zfp988,4,147418192,147438191,+,20000,4.43233112524515,0.844799985563027,0.670627914088848,1.58049700291352,0.51087026259998,12,Blood,12h
ENSMUSG00000078606,Gvin2,7,105524346,105544345,-,20000,508.567707618106,1.49392118790057,0.000257507344128053,0.0155609434506297,0.993874480836237,12,Blood,12h
ENSMUSG00000078869,Gm14409,2,176936447,176956446,-,20000,9.08014498055706,-0.520096219406678,0.603894468234201,-0.311223464023194,NA,12,Blood,12h
ENSMUSG00000078878,Gm14305,2,176413607,176433606,+,20000,149.236736064283,-0.343939953289846,0.632936948502474,-0.32778210421206,0.711171295035896,12,Blood,12h
ENSMUSG00000078880,Gm14308,2,176294635,176314634,-,20000,235.59316530161,-0.173733392244064,0.773689301478768,-0.00782837922779487,0.997683636735135,12,Blood,12h
ENSMUSG00000078881,Gm14434,2,176145071,176165070,-,20000,237.752178687052,-0.18776265623426,0.733686017858474,1.618326407719,0.697212789740778,12,Blood,12h
ENSMUSG00000078887,Gm6710,2,175673042,175693041,+,20000,159.21512064977,-0.150108237171801,0.843974339523137,0.163248118366061,0.858895069647313,12,Blood,12h
ENSMUSG00000078897,Gm4724,2,175244093,175264092,-,20000,237.972180925187,-0.196136839985772,0.730139861941286,0.944029027957144,0.0781314167624649,12,Blood,12h
ENSMUSG00000078898,Zfp968,2,175230030,175250029,+,20000,65.0173371724771,-0.433987231347442,0.301980340240933,2.17962820986729,0.685381770731409,12,Blood,12h
ENSMUSG00000078899,Gm4631,2,175143748,175163747,-,20000,72.3864194039711,0.254112331885181,0.722123070432223,-0.3672615316912,0.486903854535265,12,Blood,12h
ENSMUSG00000078922,Tgtp1,11,48870209,48876153,-,5945,21.2857399094633,0.822873612631254,0.198270388549487,0.63577137356256,0.29786908952015,12,Blood,12h
ENSMUSG00000079083,Jrkl,9,13222612,13242611,-,20000,7.38737289547183,1.03333521391637,0.458181223710377,-0.212162174026762,0.76467251933557,12,Blood,12h
ENSMUSG00000079084,Ccdc82,9,13292868,13298305,+,5438,23.7395161554646,0.831171051085449,0.129287543187912,0.264628946251386,0.52371708602556,12,Blood,12h
ENSMUSG00000079227,Ccr5,9,123932522,123952521,+,20000,26.4964004260262,0.676083204311435,0.444264361689442,-1.09582927284469,0.01214036521549,12,Blood,12h
ENSMUSG00000079415,Cntf,19,12721024,12741023,-,20000,24.338863061676,1.74418189562296,7.90671154155836e-06,0.313355247256289,0.834664899209242,12,Blood,12h
ENSMUSG00000079442,St6galnac4,2,32489711,32498475,+,8765,25.9704231571097,0.140807540363694,0.879893480614848,-0.380973631161151,0.514567993464843,12,Blood,12h
ENSMUSG00000079685,Ulbp1,10,7373038,7393037,-,20000,53.6986125961674,-0.132647502110064,0.892340521413925,-0.122855764557942,0.88626535644947,12,Blood,12h
ENSMUSG00000087370,Tmem170b,13,41794832,41814831,+,20000,12.1558666716757,0.788272175113843,0.468714200512715,0.28503815292787,0.650692305070452,12,Blood,12h
ENSMUSG00000089844,Sp140l1,1,85040790,85060789,-,20000,51.9328918664463,0.0909866623538002,0.936862123471786,-0.0822536139907923,0.948540025689933,12,Blood,12h
ENSMUSG00000090176,Cd200r2,16,44736204,44756203,+,20000,1.12843086578609,2.9472260407549,NA,1.67768631411397,NA,12,Blood,12h
ENSMUSG00000090394,4930523C07Rik,1,159907779,159927778,+,20000,24.3907122549946,1.16308453788206,0.151467821072542,0.66092077926362,0.107011360200981,12,Blood,12h
ENSMUSG00000092118,Fancf,7,51490325,51510324,-,20000,90.723337207726,1.20121038744125,0.00938260467909649,0.361712715698744,0.631898718771862,12,Blood,12h
ENSMUSG00000093806,Asmt,X,169112126,169132125,+,20000,4.66010220874828,0.107422238927116,0.967164761302893,0.779406500501597,NA,12,Blood,12h
ENSMUSG00000094053,Scgb2b7,7,31383204,31403203,-,20000,1.96424627549012,-0.89586693685179,NA,NA,NA,12,Blood,12h
ENSMUSG00000094475,Gm11007,2,175445654,175465653,+,20000,239.299181024712,-0.193462762429884,0.74449834882872,1.51681025258223,0.263141552298887,12,Blood,12h
ENSMUSG00000094622,Gm3055,10,81558655,81578654,-,20000,27.9297625886885,1.03890712066385,0.0965360162779319,-0.0535279013206751,0.984729102734097,12,Blood,12h
ENSMUSG00000094777,H2ac24,13,22016367,22017195,-,829,175.153600465649,2.91912105106574,9.1634280826756e-09,-0.115835311935778,0.915835943194307,12,Blood,12h
ENSMUSG00000094932,Gm2007,2,175543213,175563212,+,20000,238.755503490816,-0.188532288245601,0.755602528643994,2.89934804097802,0.584070708926967,12,Blood,12h
ENSMUSG00000094942,Gm3604,13,62496142,62516141,-,20000,11.5214424029546,0.725327964826866,0.448972614965944,0.348689651568165,0.585144607567047,12,Blood,12h
ENSMUSG00000095362,Gm14325,2,177453584,177473583,-,20000,124.292879059064,-0.238976254209286,0.753786135468931,-0.0470243145382576,0.968075093617569,12,Blood,12h
ENSMUSG00000095432,Zfp748,13,67674297,67686759,-,12463,55.1796676067968,1.77363012229551,2.15831471366708e-05,0.561227612644472,0.127701490840829,12,Blood,12h
ENSMUSG00000096433,Zfp994,17,22396246,22416245,-,20000,1.92823951832183,1.45666893260862,NA,-0.221914863088908,0.724551983836399,12,Blood,12h
ENSMUSG00000096718,Zfp781,10,81717745,81737744,-,20000,23.6767756389112,1.0366113940255,0.0374348703315728,1.45139405368353,0.113536522777977,12,Blood,12h
ENSMUSG00000096795,Zfp433,10,81557811,81577810,+,20000,98.2134746683661,1.0389912760272,4.48340404853111e-05,0.446398960345956,0.527611916735551,12,Blood,12h
ENSMUSG00000096910,Zfp955b,17,33526216,33546215,+,20000,7.77321794087531,-0.0816671034768777,0.96176032729859,-0.0357926173352746,0.968702625573925,12,Blood,12h
ENSMUSG00000097333,Zfp87,13,67648675,67663899,-,15225,57.0632222103004,1.79409385127569,4.2035400995568e-08,0.700415177814604,0.00578259666214528,12,Blood,12h
ENSMUSG00000098132,Rassf10,7,112556665,112576664,+,20000,1.74836369852888,0.989746403651619,NA,-1.60837737344445,0.242795270143142,12,Blood,12h
ENSMUSG00000102037,Bcl2a1a,9,88844473,88864472,+,20000,42.9515186940575,0.181976095555784,0.789518863699482,-0.0943503184253249,0.938670421546777,12,Blood,12h
ENSMUSG00000106918,Mrpl33,5,31779989,31799988,+,20000,103.844113499375,0.542250448030725,0.32210830465593,0.270100847417479,0.581486715014507,12,Blood,12h
ENSMUSG00000109305,Smim38,7,144739562,144759561,-,20000,8.42392338306294,0.715858024227714,0.582830879022231,1.171265744317,NA,12,Blood,12h
ENSMUSG00000112160,BC024063,10,81947051,81963846,+,16796,33.1640541430284,0.959756230553275,0.072426990937885,0.404754236633766,0.600834437446574,12,Blood,12h
