gene_id,gene_name,runon_chr,runon_strand,runon_start,runon_end,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_base_mean,gene_log2FC,gene_padj,base_mean_by_runon_width,cell
ENSG00000155868,MED7,5,-,157109424,157137423,28000,837.975829393068,1.30955398435093,3.40646441340024e-49,1353.08346819322,0.186198835053501,0.0507830254062072,0.0299277081926096,A549
ENSG00000156453,PCDH1,5,-,141753090,141853089,100000,49.6585922114742,-0.0682499267037168,0.90078299233818,80.1692858689598,-0.53433544718653,0.109583684233408,0.000496585922114742,A549
ENSG00000156510,HKDC1,10,+,69267553,69294552,27000,97.5774003610354,1.02527113094026,6.61149908470481e-06,4902.43733283771,0.649286991692245,3.5236738930091e-49,0.00361397779114946,A549
ENSG00000156587,UBE2L6,11,-,57531662,57551661,20000,84.7048371063287,-0.146716502982358,0.680469653134198,1127.39474665403,0.154036236444266,0.0740593595966388,0.00423524185531644,A549
ENSG00000157036,EXOG,3,+,38526304,38543303,17000,1704.08554550878,0.712048429903769,1.27799405958228e-29,1204.57282610371,0.471819338823813,3.70052354151776e-11,0.100240326206399,A549
ENSG00000157150,TIMP4,3,-,12143068,12153067,10000,517.04708447952,0.130663122132877,0.335720363639529,310.124394136114,0.174810026443831,0.293297904057525,0.051704708447952,A549
ENSG00000157168,NRG1,8,+,32774047,32791046,17000,540.903685846382,-0.494116890360411,0.214032279310912,15211.0620807722,-0.735582461192453,1.76818625756249e-59,0.0318178638733166,A549
ENSG00000157191,NECAP2,1,+,16460079,16476078,16000,182.195731264152,0.0392415320250597,0.888215749535003,1298.83295739399,0.0564341143347663,0.561906909951116,0.0113872332040095,A549
ENSG00000157429,ZNF19,16,-,71462583,71473582,11000,105.501559532306,-0.0139276224385774,0.972652477049666,258.282091323942,-0.0810222570423429,0.71434354118033,0.0095910508665733,A549
ENSG00000157540,DYRK1A,21,+,37526359,37551358,25000,51.0397801072422,0.273951428034224,0.510200991469522,3537.42216727622,-0.0307464278811108,0.677771097744852,0.00204159120428969,A549
ENSG00000157654,PALM2AKAP2,9,+,110172513,110183512,11000,77.2823644165278,0.776797709406799,0.00323295831743509,4395.64523678267,0.729616644378384,2.99048994639458e-54,0.00702566949241162,A549
ENSG00000157800,SLC37A3,7,-,140303752,140333751,30000,269.572644304441,0.696798271474234,8.76904199951197e-07,1712.28578873156,0.187246338355206,0.00570279935238181,0.00898575481014802,A549
ENSG00000157833,GAREM2,2,+,26189664,26218663,29000,861.12437726374,0.324376132059923,0.000109744887229809,738.350637434645,0.221558183654424,0.0262768732531425,0.0296939440435772,A549
ENSG00000158186,MRAS,3,+,138405534,138429533,24000,20.0207172600096,-0.0791218518627292,0.928569925183955,565.629067181418,0.12224437202295,0.350236604932597,0.000834196552500401,A549
ENSG00000158615,PPP1R15B,1,-,204374381,204403380,29000,1161.6994099025,0.989626306941109,2.0581772453188e-41,7894.48970700928,0.204768192087156,4.60332796741937e-06,0.0400586003414655,A549
ENSG00000158636,EMSY,11,+,76553032,76571031,18000,255.026922630124,0.70907460172386,2.04567220280689e-06,2066.18594102862,-0.196335074645189,0.00229794201400817,0.0141681623683402,A549
ENSG00000158805,ZNF276,16,+,89740926,89750925,10000,48.1804354799908,0.113623556302826,0.821685695207781,825.806153246944,0.107898596805543,0.290669491499358,0.00481804354799908,A549
ENSG00000159322,ADPGK,15,-,72730294,72751293,21000,505.119839399999,0.154518262103931,0.247740262248275,5168.36778958335,0.440525165178549,1.38006009554066e-19,0.0240533256857143,A549
ENSG00000159556,ISL2,15,+,76342476,76359475,17000,186.386933481883,0.971470062847836,9.89490079152489e-08,197.610764784186,0.320008256928163,0.077764219327353,0.0109639372636402,A549
ENSG00000160214,RRP1,21,+,43805294,43832293,27000,285.935548810605,0.632265429048197,3.38032747665228e-06,990.458502248653,0.18800701599248,0.0404414819382559,0.0105902055115039,A549
ENSG00000160229,ZNF66,19,+,20809996,20864995,55000,83.0868483856139,0.0302145852892312,0.949517495702472,13.7738727695578,0.570131239008216,0.496447860599264,0.00151066997064753,A549
ENSG00000160570,DEDD2,19,-,42176598,42198597,22000,162.513442155664,-0.168200088733436,0.477466865397904,1351.02865893583,-0.102516399550726,0.25376053477121,0.00738697464343929,A549
ENSG00000160679,CHTOP,1,+,153646307,153658306,12000,206.63071906336,0.979734871981403,2.47565839852003e-08,4531.63489045857,0.207412501435067,1.71558323267308e-05,0.0172192265886133,A549
ENSG00000161011,SQSTM1,5,+,179838079,179852078,14000,256.196944954786,1.24869549272694,3.71799245011504e-19,27297.5248850029,-0.0752595396955199,0.0966081565510756,0.0182997817824847,A549
ENSG00000161298,ZNF382,19,+,36634115,36645114,11000,7.85939239849951,0.354742841086869,0.77012697969409,9.90130846853458,0.577826376391092,0.552667867066769,0.00071449021804541,A549
ENSG00000161526,SAP30BP,17,+,75708060,75718059,10000,91.5458989262924,0.468854523313587,0.0763515547924385,3336.39343619845,0.0804293930476819,0.238038897046257,0.00915458989262924,A549
ENSG00000161551,ZNF577,19,-,51847048,51867047,20000,11.5570221736744,0.760000160710991,0.347641708722634,12.3677783972071,0.98771621041166,0.178433154862591,0.000577851108683721,A549
ENSG00000162086,ZNF75A,16,+,3318852,3329851,11000,85.8141617782477,1.2882260247811,8.68017995797231e-08,1213.5794635955,0.630695931613879,1.48970740665361e-19,0.00780128743438616,A549
ENSG00000162377,COA7,1,-,52665449,52684448,19000,315.977353754048,1.83662741463407,3.77350825257701e-46,2333.77422285651,1.11184650227637,2.0049179770614e-91,0.0166303870396867,A549
ENSG00000162591,MEGF6,1,-,3476951,3487950,11000,50.8986644248741,0.149574686639017,0.753243990110519,345.433689925973,-0.675249419542828,2.84358070306941e-08,0.00462715131135219,A549
ENSG00000162616,DNAJB4,1,+,78017965,78031964,14000,291.708202921946,0.93338236159103,8.11682522709738e-12,2312.31885052928,0.209228773529112,0.00241579044705206,0.0208363002087105,A549
ENSG00000162777,DENND2D,1,-,111164969,111185968,21000,19.2541177618641,-0.588617127740988,0.404537566013148,60.6828812680829,-0.659210090056976,0.0383490431600286,0.000916862750564959,A549
ENSG00000162889,MAPKAPK2,1,+,206734282,206753281,19000,312.188716771727,0.752372288318599,1.39268358144476e-08,3420.32273543195,0.272436341965642,1.08831462221689e-06,0.0164309850932488,A549
ENSG00000162924,REL,2,+,60931613,60960612,29000,950.879184877388,0.721228365796831,4.2178350152747e-17,2516.88290899329,0.262724677549298,0.000391590732820504,0.0327889374095651,A549
ENSG00000163235,TGFA,2,-,70426284,70447283,21000,77.8980034769064,0.0336716418277645,0.939547091845532,1087.33554160766,-0.20355427681356,0.0118334983611531,0.00370942873699554,A549
ENSG00000163347,CLDN1,3,-,190274707,190305706,31000,236.601285339824,0.910810681011097,1.40308694281079e-07,4553.95857211163,0.0843468943856295,0.128371541719882,0.0076322995270911,A549
ENSG00000163406,SLC15A2,3,+,121944189,121970188,26000,88.9842428473615,0.737516949019688,0.00602580362779448,45.6181079267807,-0.0467361955301954,0.935086277356046,0.00342247087874467,A549
ENSG00000163545,NUAK2,1,-,205284063,205302062,18000,370.671581267103,0.774768970881467,7.72833144087561e-09,2957.93933866961,-0.408751026197295,2.43763479857477e-09,0.0205928656259502,A549
ENSG00000163637,PRICKLE2,3,-,64082236,64092235,10000,29.1349908773331,-0.00532931257109677,0.995189388634121,2274.6177208901,-0.414060620475197,2.49539643352974e-13,0.00291349908773331,A549
ENSG00000163684,RPP14,3,+,58320194,58332193,12000,696.764568662299,1.4704849891101,9.87945658138428e-63,1413.9763933702,0.704621550806639,1.47169291349712e-25,0.0580637140551916,A549
ENSG00000163848,ZNF148,3,-,125213669,125225668,12000,138.137590647786,0.359427057219734,0.09409693862547,4303.69761579967,0.594179204965197,1.34802928339372e-15,0.0115114658873155,A549
ENSG00000163866,SMIM12,1,-,34750362,34850361,100000,956.630353841526,1.95813706020872,6.49445598807765e-129,1036.16108339444,0.102260990887598,0.271058628932999,0.00956630353841526,A549
ENSG00000164056,SPRY1,4,+,123403756,123421755,18000,28.8950368248825,0.35550402995586,0.536902588950946,113.92527659085,-0.00456556557025497,0.99154874270857,0.00160527982360458,A549
ENSG00000164125,GASK1B,4,-,158110474,158124473,14000,14.0314485001087,-0.218808363753605,0.814519611703701,99.7744609292602,-0.386431428909706,0.138886517136022,0.00100224632143634,A549
ENSG00000164296,TIGD6,5,-,149979118,149993117,14000,84.7221955145939,0.98087168765994,0.000128550126821683,340.943732374398,-0.0928715372717325,0.599907513447466,0.00605158539389957,A549
ENSG00000164465,DCBLD1,6,+,117549798,117564797,15000,759.981760009083,1.11206022964423,8.29881919025381e-38,5285.5707253987,0.421894472453716,9.53910687053208e-17,0.0506654506672722,A549
ENSG00000164520,RAET1E,6,-,149872179,149883178,11000,57.6416096494368,-0.530157610937663,0.125188981675882,117.873196098082,-0.859508487772164,3.95888971712071e-05,0.00524014633176698,A549
ENSG00000164543,STK17A,7,+,43627380,43688379,61000,512.78761212302,0.882990505028798,2.3037471168686e-16,2249.62941106699,0.854996043785736,2.51152099340587e-49,0.0084063542970987,A549
ENSG00000164823,OSGIN2,8,+,89927889,89943888,16000,439.770581309797,1.21303752749077,1.19624778561352e-24,8078.51759481488,1.1099607342363,1.27838500253386e-123,0.0274856613318623,A549
ENSG00000165030,NFIL3,9,-,91394045,91409044,15000,66.6301382327423,0.930736693365488,0.00125011939262605,671.831019639883,0.883268152899984,5.78755641463438e-19,0.00444200921551615,A549
ENSG00000165078,CPA6,8,-,67405038,67422037,17000,5.86030912936878,0.515323861543599,0.701481300714263,1.87261199059395,1.27945258738517,NA,0.000344724066433458,A549
ENSG00000165152,PGAP4,9,-,101461170,101473169,12000,223.957102975418,1.31538607291678,9.36667707300973e-18,2373.29785389203,0.941707974471275,1.41314109567063e-53,0.0186630919146182,A549
ENSG00000165300,SLITRK5,13,+,87679617,87690616,11000,146.340378641571,0.698829094666196,0.000536084564323726,385.605636637325,0.275097879623096,0.0335514519455996,0.0133036707855974,A549
ENSG00000165417,GTF2A1,14,-,81159452,81175451,16000,81.3561173522386,0.388858760639398,0.209889770649163,3858.73545119089,0.0100308551885137,0.92201338946506,0.00508475733451491,A549
ENSG00000165527,ARF6,14,+,49897055,49933054,36000,172.617191205864,0.358621258669157,0.0883830685519888,9174.62647716953,0.793835611634506,1.15221397495635e-85,0.00479492197794066,A549
ENSG00000165948,IFI27L1,14,+,94102710,94119709,17000,150.868764197921,-0.638013212504516,0.00303234772923889,196.354708393107,-0.309423199634656,0.121328353249062,0.00887463318811302,A549
ENSG00000166068,SPRED1,15,+,38357250,38367249,10000,81.6315105848251,0.551338521479361,0.0502431451522316,2029.66835535828,0.191394681255099,0.00221343277051043,0.00816315105848251,A549
ENSG00000166106,ADAMTS15,11,+,130476646,130576645,100000,113.899943377401,-0.648778131773604,0.00458572421205852,235.486132237563,-0.833337253503853,9.3957921534368e-08,0.00113899943377401,A549
ENSG00000166189,HPS6,10,+,102068037,102092036,24000,105.257884152255,1.13856720788431,6.38595094247571e-07,1218.64315029521,0.694882210530289,4.69727961642454e-22,0.00438574517301061,A549
ENSG00000166261,ZNF202,11,-,123713914,123723913,10000,48.8120231674058,1.79891345765777,6.4206575286024e-08,853.282377591979,0.248573764089075,0.0045807350236198,0.00488120231674058,A549
ENSG00000166289,PLEKHF1,19,+,29675478,29686477,11000,21.4391166652426,0.148790234403646,0.848583542355613,283.743325596132,0.728768480333806,1.77002839186071e-07,0.00194901060593114,A549
ENSG00000166387,PPFIBP2,11,+,7653757,7677756,24000,436.90665678902,0.230838773588083,0.0637691980490061,1865.8112767125,0.207762485100085,0.00108626203115679,0.0182044440328758,A549
ENSG00000166439,RNF169,11,+,74842414,74936413,94000,3774.62951947757,1.40866837229624,1.64320593622648e-115,3755.61780210594,0.213658879836497,0.000216469449143638,0.0401556331859316,A549
ENSG00000166741,NNMT,11,+,114313537,114400536,87000,415.617818191717,-0.203779860148866,0.136355242721862,2946.11744131807,-0.450529973314723,2.34196753887392e-13,0.00477721630105422,A549
ENSG00000166813,KIF7,15,-,89605977,89627976,22000,101.575755155049,-0.508215306010349,0.0361322426334229,294.101830562799,-0.113688106315864,0.556982095217304,0.00461707977977496,A549
ENSG00000167173,C15orf39,15,+,75212170,75233169,21000,264.708861862854,0.865118718497716,1.7418151989757e-08,2817.14023794919,0.7435528790275,1.13777340169422e-22,0.0126051838982312,A549
ENSG00000167193,CRK,17,-,1400693,1420692,20000,205.485377899848,0.304677768409339,0.139905103035172,9369.59376601113,0.643280087276126,8.9008089385634e-64,0.0102742688949924,A549
ENSG00000167380,ZNF226,19,+,44177686,44211685,34000,166.019290617987,0.708715439811514,0.000589897623845414,1015.25286049424,0.286337917886593,0.00135462399105411,0.00488292031229374,A549
ENSG00000167384,ZNF180,19,-,44463443,44474442,11000,144.098620903884,1.7038420783848,4.30522351686629e-18,1201.73930082272,0.574896501378342,3.65555713369199e-17,0.0130998746276258,A549
ENSG00000167637,ZNF283,19,+,43852018,43889017,37000,250.375929465614,0.536332758095537,0.000229383404202938,665.991770359355,0.44124003636714,2.10941449556689e-06,0.00676691701258416,A549
ENSG00000167645,YIF1B,19,-,38286558,38303557,17000,300.254868155903,0.762884118162304,4.09141425787287e-08,2836.97712242159,-0.075682761489605,0.314446968659766,0.0176620510679943,A549
ENSG00000167657,DAPK3,19,-,3938453,3958452,20000,48.2378791095577,0.467858897838267,0.235330317463095,1225.88556087781,0.751806616652082,8.01987709387603e-24,0.00241189395547788,A549
ENSG00000167693,NXN,17,-,782310,799309,17000,256.947636504557,0.652640998807281,3.36528128813372e-05,2278.75466058185,0.874983765185012,1.25735130748031e-41,0.0151145668532092,A549
ENSG00000168016,TRANK1,3,-,36806819,36826818,20000,15.6704207711967,-1.10495893222542,0.112374470109928,493.699560450096,-0.791368294612568,1.23272082340635e-13,0.000783521038559836,A549
ENSG00000168040,FADD,11,+,70207391,70231390,24000,210.702053562971,0.73080866260264,7.05529589354609e-06,1925.94885201255,0.329829886783085,1.12915904252483e-07,0.00877925223179048,A549
ENSG00000168140,VASN,16,+,4383539,4396538,13000,20.5480094577379,0.666422642814277,0.285790185263992,69.1208341132848,0.165614589349003,0.662599947151236,0.00158061611213368,A549
ENSG00000168214,RBPJ,4,+,26434924,26455923,21000,203.740423952479,0.568408892016742,0.000889531600904012,2616.38316817803,-0.00155432345605165,0.988735479628397,0.00970192495011804,A549
ENSG00000168264,IRF2BP2,1,-,234585269,234604268,19000,477.767878298288,0.266772668000342,0.0754649198761039,4930.55931534943,0.679995759232036,2.17507395085909e-25,0.0251456778051731,A549
ENSG00000168398,BDKRB2,14,+,96244165,96256164,12000,203.296649857744,-0.415782198598837,0.0155717195948709,789.660589683423,-0.524417352657633,8.78038065099614e-09,0.0169413874881453,A549
ENSG00000168556,ING2,4,+,183512430,183524429,12000,318.971626393193,1.5491157243354,2.27590316192291e-27,588.986688337306,0.775567438960713,1.25126065692324e-16,0.0265809688660994,A549
ENSG00000168569,TMEM223,11,-,62769971,62789970,20000,427.511678155785,0.824780102362204,2.12655379411874e-13,751.572545221295,0.188892446810239,0.0511483855689498,0.0213755839077893,A549
ENSG00000168792,ABHD15,17,-,29541547,29560546,19000,474.893545333025,0.624344301855168,2.09471620536729e-09,1673.25058201589,0.0988329366094895,0.215827384112215,0.0249943971227908,A549
ENSG00000168939,SPRY3,X,+,155782460,155797459,15000,7.39847763867721,-0.98150010486031,0.34753541311905,45.6005174611773,0.11245893966929,0.83580295163935,0.000493231842578481,A549
ENSG00000169018,FEM1B,15,+,68295863,68305862,10000,205.498868277422,0.809903497606617,1.99292143024933e-07,7537.12121922933,0.557601505618312,1.13417685873928e-28,0.0205498868277422,A549
ENSG00000169047,IRS1,2,-,226718312,226731311,13000,120.824111092816,0.511910493785555,0.0182835127545198,6902.47404845066,0.169070358066242,0.0118745786105816,0.00929416239175508,A549
ENSG00000169129,AFAP1L2,10,-,114276824,114294823,18000,345.986311769522,0.695015283532894,1.06105862136206e-06,4237.45765130406,0.28759129524075,3.07583231999775e-09,0.0192214617649735,A549
ENSG00000169231,THBS3,1,-,155184588,155195587,11000,75.0920577294754,-0.234542359694948,0.509192840929722,364.147404167304,-0.882578051926165,1.31284211017779e-12,0.00682655070267958,A549
ENSG00000169252,ADRB2,5,+,148828624,148921623,93000,117.006687066749,1.36562955136178,5.52926937419572e-09,19.8075736696736,0.235824850206846,0.755889699949215,0.00125813642007257,A549
ENSG00000169255,B3GALNT1,3,-,161066883,161083882,17000,4.02436106780436,-0.16890083059263,NA,4.98480018109515,-0.018765186822422,NA,0.000236727121635551,A549
ENSG00000169762,TAPT1,4,-,16125505,16160504,35000,65.1241041836838,0.12768366850981,0.763861880947216,704.834579498042,0.0177935029216236,0.908956450855556,0.00186068869096239,A549
ENSG00000169905,TOR1AIP2,1,-,179826976,179839975,13000,61.321195144919,0.604987115167734,0.0614588471917139,12001.6187664535,0.642438938424982,6.39639269969049e-40,0.00471701501114761,A549
ENSG00000169946,ZFPM2,8,+,105804540,105834539,30000,7.43022296618527,-0.35576509372233,0.770019991409793,0.864384363407599,1.00710255337154,NA,0.000247674098872842,A549
ENSG00000169981,ZNF35,3,+,44660792,44673791,13000,384.294552304333,0.674177758033984,4.15439761692582e-09,332.507351290422,0.228516348861535,0.107292481898652,0.0295611194080256,A549
ENSG00000170006,TMEM154,4,-,152606628,152618627,12000,17.2757717449316,0.061694462487407,0.945702572685166,74.4826272809438,0.721735089080246,0.0222188764364011,0.00143964764541096,A549
ENSG00000170185,USP38,4,+,143223875,143233874,10000,134.078908289019,0.548800633004148,0.0120613659737301,1878.25922859969,0.496918764201455,4.8721255882088e-12,0.0134078908289019,A549
ENSG00000170390,DCLK2,4,+,150257439,150294438,37000,257.216975102063,1.75721309591393,1.34017065588667e-30,625.046612214269,0.473385908925577,9.0559727451711e-07,0.0069518101378936,A549
ENSG00000170425,ADORA2B,17,+,15975747,15999746,24000,1005.64277030825,1.14622491162428,2.99582968830743e-52,678.060017091567,0.828893958150022,2.32356431841664e-19,0.0419017820961771,A549
ENSG00000170468,RIOX1,14,+,73493395,73532394,39000,392.702430716666,-0.491112090517741,2.84242263784663e-05,1359.56575763884,0.660810305579008,1.25993009074327e-22,0.0100692930952991,A549
ENSG00000170619,COMMD5,8,-,144832176,144850175,18000,620.617449541573,0.505493298530278,5.97704608074113e-08,855.157556734727,0.803979476688925,2.50382531531191e-24,0.034478747196754,A549
ENSG00000170631,ZNF16,8,-,144917358,144930357,13000,98.1964833736029,0.991756244588104,2.18313758667667e-05,422.317879615533,0.279158980868042,0.0301779941592196,0.0075535756441233,A549
ENSG00000170681,CAVIN4,9,+,100588390,100598389,10000,43.5938042821158,0.636862414445663,0.113395050938921,99.7612069485009,1.19986539048889,8.09890856066168e-07,0.00435938042821158,A549
ENSG00000170745,KCNS3,2,+,17932959,17948958,16000,42.4469078712263,-0.468360537516864,0.290542271983428,218.791938187958,-0.273204105481426,0.134232546386855,0.00265293174195165,A549
ENSG00000170779,CDCA4,14,-,104987573,105009572,22000,975.088388987378,0.819139676032968,7.19475613658645e-24,2965.53020436519,0.358405851921757,1.55767566450449e-11,0.0443221994994263,A549
ENSG00000170846,NA,4,+,6676048,6687047,11000,130.866195811118,1.12721394142424,5.69883424348062e-08,651.573437810139,0.17200900697631,0.126854322179773,0.0118969268919198,A549
ENSG00000170852,KBTBD2,7,-,32844172,32868171,24000,700.124520372703,0.422717486885098,7.43819376135756e-06,2755.50788720845,0.231279248116662,1.60595531594956e-05,0.0291718550155293,A549
ENSG00000170881,RNF139,8,+,124488619,124505618,17000,357.703805036777,0.868750426593439,9.12307640961814e-13,2359.00104063996,0.353242270371871,1.12667425787747e-10,0.021041400296281,A549
ENSG00000170903,MSANTD4,11,-,105907899,106007898,100000,985.820640808898,1.14997243284662,1.02812502903242e-43,1299.66352236361,0.759897100539081,1.6768554368441e-20,0.00985820640808898,A549
ENSG00000170917,NUDT6,4,-,122876577,122892576,16000,106.411994043067,0.401080113270952,0.138168694575094,504.609587534531,0.224191760334429,0.0538093069124235,0.00665074962769171,A549
ENSG00000171150,SOCS5,2,+,46763130,46787129,24000,1169.43096720647,0.775149285175646,4.00448423620789e-26,5540.00404380653,0.292321883396456,3.64107819934256e-10,0.0487262903002694,A549
ENSG00000171291,ZNF439,19,+,11869487,11886486,17000,7.37384315685014,0.234528885237179,0.87092563384098,1.30155163097802,-0.347468662563854,NA,0.000433755479814714,A549
ENSG00000171295,ZNF440,19,+,11835217,11848216,13000,7.55783678477304,0.0384889418250486,0.978348466795656,9.38701192804627,-0.425816429243173,0.68409064032889,0.000581372060367157,A549
ENSG00000171310,CHST11,12,+,104762015,104781014,19000,236.173592525743,1.46306766973588,4.38791704489388e-23,3262.76651131645,0.714930330461326,1.11922365602921e-45,0.0124301890803023,A549
ENSG00000171316,CHD7,8,+,60868029,60882028,14000,237.27480328606,0.150889485705563,0.463745012734634,4136.62752102593,0.294738961169311,2.51585802096334e-10,0.0169482002347186,A549
ENSG00000171408,PDE7B,6,+,136195575,136205574,10000,64.0656072203545,0.769481269582504,0.00969153342399797,1276.47661030032,-0.723206156098148,8.77840541374135e-25,0.00640656072203544,A549
ENSG00000171421,MRPL36,5,-,1787385,1798384,11000,185.152621796572,1.09645281306547,2.59927067488333e-10,2437.04494544426,1.16988801225544,1.07048443501215e-95,0.0168320565269611,A549
ENSG00000171451,DSEL,18,-,67480587,67506586,26000,54.5013765241435,0.849203052889903,0.00877278874806723,127.497813942114,0.880551648878521,9.72196367116598e-05,0.00209620678939013,A549
ENSG00000171466,ZNF562,19,-,9628807,9641806,13000,24.2758588752398,0.479531160521895,0.403459664879632,2571.43928360926,0.494928657623834,7.15931162352711e-21,0.00186737375963383,A549
ENSG00000171469,ZNF561,19,-,9597329,9607328,10000,25.7792219433622,0.770305912931364,0.141712976918054,1144.5025223552,0.519590434803527,3.35402689246826e-12,0.00257792219433622,A549
ENSG00000171604,CXXC5,5,+,139683883,139715882,32000,236.077679019381,0.379617832283351,0.0466092073477469,2081.1078713623,0.810851098671042,8.96441519500595e-42,0.00737742746935565,A549
ENSG00000171729,TMEM51,1,+,15220479,15236478,16000,181.570571785318,-0.0223818581490942,0.936788267557798,921.936191918228,-0.298385410388082,0.000333628692709801,0.0113481607365824,A549
ENSG00000171823,FBXL14,12,-,1553993,1565992,12000,30.4116128379338,0.752045735640552,0.134576779395759,505.652405727156,0.251292514623333,0.0299879617035093,0.00253430106982781,A549
ENSG00000171862,PTEN,10,+,87971931,87982930,11000,176.494431011537,0.63617207385993,0.000288006152269349,7022.72519411396,0.213781181496553,4.88818725416618e-05,0.0160449482737761,A549
ENSG00000172123,SLFN12,17,-,35373922,35410921,37000,150.16636390296,0.300792955873335,0.156580626541612,9.8069033435992,-0.0688199674157183,0.95347065044012,0.00405855037575567,A549
ENSG00000172197,MBOAT1,6,-,20053684,20099683,46000,127.141693503731,0.279960443956222,0.267586140207904,451.301640178351,0.108017357364906,0.464336358188011,0.00276394985877676,A549
ENSG00000172315,TP53RK,20,-,46652365,46684364,32000,380.783284864238,1.4075776848672,1.95088347628866e-30,1030.26578255877,0.653524597210668,2.56115643489453e-18,0.0118994776520075,A549
ENSG00000172345,STARD5,15,-,81294053,81309052,15000,6.209212655859,0.657763380537554,0.615078911867752,168.796423088526,-0.0905215586042356,0.745758189745043,0.0004139475103906,A549
ENSG00000172432,GTPBP2,6,-,43602494,43620493,18000,225.1174116666,-0.0980930677792872,0.647866844555862,908.26398410069,-0.232774124614283,0.00588993851021197,0.0125065228703667,A549
ENSG00000172493,AFF1,4,+,87141040,87175039,34000,221.702979428835,0.108206622023587,0.636725417965017,5406.5145842879,0.177416692888708,0.000493072254250741,0.00652067586555396,A549
ENSG00000172738,TMEM217,6,-,37202181,37212180,10000,7.3695967103006,0.272415537394262,0.833113643687839,9.40628269900675,-0.917727591028122,0.308163415252645,0.00073695967103006,A549
ENSG00000173166,RAPH1,2,-,203415682,203433681,18000,128.412386922134,0.00976943544694469,0.977668096701012,2343.59135592017,0.196533639418101,0.0120200797022318,0.00713402149567413,A549
ENSG00000173681,BCLAF3,X,-,19900860,19912859,12000,61.2778380646268,0.209546590806191,0.624593713704121,908.811123160488,-0.0663268312238137,0.594248583354214,0.00510648650538556,A549
ENSG00000173821,RNF213,17,+,80398795,80414794,16000,57.6439413281278,-0.425697716039254,0.280870260091304,23408.6926878702,0.0656339015130212,0.284655894788475,0.00360274633300799,A549
ENSG00000174125,TLR1,4,-,38786255,38796254,10000,218.242739915444,1.6862456737208,6.35750874058971e-26,208.969198924228,0.996930157011796,7.21800281710531e-11,0.0218242739915444,A549
ENSG00000174130,TLR6,4,-,38806897,38822896,16000,519.781372587149,0.888214457381901,3.82946025071071e-15,1673.65826519664,0.440133713904071,9.34965849050333e-09,0.0324863357866968,A549
ENSG00000174529,TMEM81,1,-,205071129,205083128,12000,121.171391733587,0.347440383590277,0.157134463076224,120.044264027725,0.33392720151729,0.167763165803395,0.0100976159777989,A549
ENSG00000174564,IL20RB,3,+,137011086,137044085,33000,142.990674166918,1.12842083366878,4.26743236301351e-09,68.8343085493063,0.62857790003213,0.0420631727262345,0.00433305073233084,A549
ENSG00000174579,MSL2,3,-,136067917,136148916,81000,876.950319937925,0.817970948878289,5.40284600853339e-20,1431.47108354851,0.421950839968969,1.46325458832802e-10,0.0108265471597275,A549
ENSG00000174652,ZNF266,19,-,9346429,9412428,66000,198.158577897219,1.32136343089082,1.54092384686801e-16,593.562668723897,0.328275630545964,0.00257369761627336,0.00300240269541242,A549
ENSG00000174928,C3orf33,3,-,155746617,155762616,16000,124.039339402954,0.796618579983168,0.000127611711615441,456.442207714834,0.657601868562762,9.45823716427518e-10,0.00775245871268464,A549
ENSG00000175040,CHST2,3,+,143124015,143142014,18000,7.26581701873635,0.634513407502142,0.596361982471079,8.04502037473522,0.26638584172892,0.829513108670344,0.000403656501040908,A549
ENSG00000175073,VCPIP1,8,-,66618487,66628486,10000,35.8560609555484,0.336890215620537,0.529151545422011,2951.83818194539,0.472719487244192,2.66583478182848e-15,0.00358560609555484,A549
ENSG00000175283,DOLK,9,-,128934530,128945529,11000,46.9917064714007,0.253013621680044,0.628774181237222,1330.47813779434,0.640027326332524,1.1653292171014e-18,0.00427197331558188,A549
ENSG00000175315,CST6,11,+,66013506,66034505,21000,27.1969138528337,-0.92610456520168,0.0509472807855564,0.2743473560637,-1.38663541516821,NA,0.00129509113584922,A549
ENSG00000175455,CCDC14,3,-,123901422,123913421,12000,144.078958457544,0.603642440671344,0.00465965993320303,5457.33125649381,0.166172594055719,0.0307493937685918,0.012006579871462,A549
ENSG00000175505,CLCF1,11,-,67354168,67364167,10000,286.119200889054,0.219378645299895,0.209792220719105,646.596519332966,-0.43015910921111,5.02912818678269e-06,0.0286119200889054,A549
ENSG00000175697,GPR156,3,-,120153478,120165477,12000,16.6760757124665,1.39378861171176,0.0254900997478583,30.9264484295983,0.146955719656601,0.814339895431944,0.00138967297603888,A549
ENSG00000175906,ARL4D,17,+,43401138,43412137,11000,113.010528439267,0.984698963347453,3.30402409152854e-05,522.26148596159,0.693427859682518,4.62532738867114e-10,0.0102736844035697,A549
ENSG00000175928,LRRN1,3,+,3849835,3949834,100000,94.7140048931142,-0.167129003206609,0.607086827731818,0.375533475607308,2.2497629982185,NA,0.000947140048931142,A549
ENSG00000176024,ZNF613,19,+,51946622,51982621,36000,71.2218986292821,0.808203626710075,0.00410039451192837,172.774729179234,0.718964604940845,3.22022021713526e-05,0.00197838607303561,A549
ENSG00000176055,MBLAC2,5,-,90446209,90458208,12000,88.7952393314683,0.890520708974847,0.00053195472082373,812.668988639444,0.707992970686318,4.04575936295868e-17,0.00739960327762235,A549
