gene_id,gene_name,runon_chr,runon_strand,runon_start,runon_end,runon_base_mean,runon_log2FC,runon_padj,dose_v_0,gene_log2FC,gene_padj
ENSG00000001167,NFYA,6,+,41102404,41151403,155.59591020685,-0.0093040871977201,0.994429818529313,10,-0.513191902290532,0.590648797911526
ENSG00000013392,RWDD2A,6,+,83198936,83208935,15.2209780730177,0.591216480195301,0.770984320990727,10,-0.0722697527802655,0.899912864724148
ENSG00000013588,GPRC5A,12,+,12917938,12998937,683.449410609695,-0.146822775741636,0.847039010814711,10,-0.467706749712931,0.521492353810382
ENSG00000019995,ZRANB1,10,+,124988190,125003189,99.8275965840558,-0.244476170549419,0.731384041678212,10,-0.130035757452183,0.715310288034146
ENSG00000026103,FAS,10,+,89017060,89039059,62.2529127375105,0.0933935660191525,0.951880472951962,10,0.147312493420452,0.774270165421731
ENSG00000043093,DCUN1D1,3,-,182917074,182938073,147.550530161137,0.00450450429367172,0.997882192119843,10,0.193126331089884,0.811679654032387
ENSG00000051009,FHIP1B,11,-,6198345,6211344,39.9083815859579,-0.141059859518826,0.923485847615338,10,-0.0332119834070249,0.943570103361845
ENSG00000065559,MAP2K4,17,+,12143829,12158828,65.5559179567444,0.483609593584039,0.630923072228459,10,0.0337884505778773,0.911476263985927
ENSG00000065883,CDK13,7,+,40099581,40125580,107.923568988734,-0.0306421638046697,0.975988345015586,10,-0.0834891479408167,0.806362463252839
ENSG00000066697,MSANTD3,9,+,100451735,100462734,157.036925027582,-0.352640761537339,0.65826432039579,10,0.0424182445174757,0.914039253358119
ENSG00000068354,TBC1D25,X,+,48562610,48572609,33.0584018234063,-0.805513116329335,0.832908995405841,10,-0.414628405563357,0.623457631240757
ENSG00000072864,NDE1,16,+,15726354,15743353,61.5569299857213,0.0238214842103829,0.984374954672247,10,-0.230593024625156,0.521492353810382
ENSG00000075426,FOSL2,2,+,28417318,28435317,110.370861653075,-0.569061714104689,0.590648797911526,10,-0.205596596773329,0.553632796032164
ENSG00000076053,RBM7,11,+,114410608,114438607,292.854965714226,0.140547232464944,0.86100591841655,10,0.0630439981561497,0.886713582285796
ENSG00000078269,SYNJ2,6,+,158099177,158116176,80.065146437477,0.138912602129071,0.887612078291993,10,-0.175046345393085,0.726932299864619
ENSG00000079999,KEAP1,19,-,10474125,10486124,129.353461913217,0.199957598318776,0.707696777186781,10,-0.0837517729153483,0.783045517478287
ENSG00000082516,GEMIN5,5,-,154870411,154887410,199.906144447502,0.02696720718137,0.981539824600554,10,-0.126732633976811,0.721944251365778
ENSG00000096654,ZNF184,6,-,27433747,27450746,65.3650139591724,0.00713507791260971,0.996191137962632,10,0.1906878553294,0.719957530186251
ENSG00000097096,SYDE2,1,-,85144889,85156888,238.978643563888,-0.167217276910879,0.851595094038461,10,0.0878541883879458,0.886456952123301
ENSG00000102390,PBDC1,X,+,76178315,76244314,1703.70181610246,0.141310424722559,0.842512582019477,10,-0.0842066477943862,0.859446719098617
ENSG00000102606,ARHGEF7,13,+,111305733,111319732,29.0719799655957,-0.0410388229653543,0.97862042455588,10,-0.594990617347669,0.5568756325336
ENSG00000103222,ABCC1,16,+,16143054,16166053,54.9599215192929,-0.0325190218276447,0.983017864395106,10,-0.925939652599071,0.540604669394893
ENSG00000103404,USP31,16,-,23051406,23061405,6.63607514719497,-1.12266134480453,0.715310288034146,10,-0.0938863285437743,0.806843953297651
ENSG00000103550,KNOP1,16,-,19680937,19701936,330.934010217388,0.0422832699781014,0.946429729308045,10,0.207906273919559,0.524661175102445
ENSG00000104432,IL7,8,-,78718772,78732771,54.2512726906051,0.401695543826033,0.743152866761591,10,0.282261964722025,0.72389662142252
ENSG00000105875,WDR91,7,-,135170839,135183838,73.7509418312885,-0.668221642490359,0.5584269081131,10,-0.215202624131448,0.524661175102445
ENSG00000107951,MTPAP,10,-,30292801,30309800,204.293775575503,0.100420628867611,0.908692577211513,10,-0.233809999861014,0.724203699793294
ENSG00000107984,DKK1,10,+,52317658,52327657,1043.9540312846,0.163853409591524,0.657232889546897,10,-0.188097497836089,0.590648797911526
ENSG00000108219,TSPAN14,10,+,80522632,80537631,73.5090080376067,0.279812804635993,0.71733315792039,10,-0.448285253630436,0.521492353810382
ENSG00000108826,MRPL27,17,-,50346867,50367866,290.56934598336,0.0786361325246398,0.896220652858669,10,0.261774249443031,0.540604669394893
ENSG00000109381,ELF2,4,-,139015265,139057264,374.570947452626,-0.124561953254094,0.894320364053362,10,0.15709712220246,0.613591328872641
ENSG00000109861,CTSC,11,-,88278592,88293591,43.76571138286,-0.0291723773228528,0.986547829819394,10,0.0675634334081575,0.715310288034146
ENSG00000110218,PANX1,11,+,94181969,94198968,808.229620938019,-0.124434837705853,0.882862618713326,10,-0.0416652355914105,0.936772342420878
ENSG00000111530,CAND1,12,+,67319954,67384953,69.8015016590683,0.530920618594426,0.699349970653881,10,0.131638311953459,0.703787471178379
ENSG00000111846,GCNT2,6,+,10629369,10655368,50.0130372216395,0.216699562240798,0.832439238609278,10,-0.202161108031139,0.566929457198411
ENSG00000111877,MCM9,6,-,118783455,118813454,103.808229469312,-0.200563637025116,0.901979850465063,10,-0.135004070549967,0.800860406930841
ENSG00000112773,TENT5A,6,-,81645730,81745729,282.738281027863,-0.0502884742109647,0.968753465749704,10,-0.244206411969101,0.545230811386811
ENSG00000113209,PCDHB5,5,+,141138616,141149615,40.0754156078645,-0.596795194033686,0.588181850230569,10,-0.157208364989962,0.736908179131394
ENSG00000114019,AMOTL2,3,-,134342347,134355346,224.234955152919,-0.0138602817995625,0.983017864395106,10,-0.14861042551621,0.567413847942202
ENSG00000115170,ACVR1,2,-,157658446,157736445,139.83740487544,0.155775819326364,0.898243557007305,10,-0.477830166912856,0.630923072228459
ENSG00000116157,GPX7,1,+,52609052,52629051,72.0080300251906,-0.371151422224994,0.632812325595415,10,0.259450015591248,0.521492353810382
ENSG00000116285,ERRFI1,1,-,8000727,8011726,46.1601304110291,-0.196175192205447,0.846919074577762,10,-0.237716164361591,0.56632232933225
ENSG00000116903,EXOC8,1,-,231322753,231332752,448.244948742814,0.0945356665304199,0.940543304825492,10,-0.431550991991538,0.687061431783451
ENSG00000118482,PHF3,6,+,63726012,63772011,78.9126454727202,0.329974356354771,0.808456555118312,10,0.010093814713242,0.995338483279759
ENSG00000119401,TRIM32,9,+,116701300,116731299,329.579181943108,-0.191859827742952,0.847380767441479,10,-0.518613763153883,0.536803152573416
ENSG00000120327,PCDHB14,5,+,141227760,141243759,28.5939668882869,-0.0892183763140171,0.959435599679,10,-0.322024357089444,0.823367172676164
ENSG00000120889,TNFRSF10B,8,-,22988133,23020132,176.050737709587,0.0782296287637338,0.901976240987081,10,-0.0120482371349865,0.976036362063219
ENSG00000121858,TNFSF10,3,-,172490508,172505507,99.562884988699,0.133840061076787,0.859149152531667,10,0.0865400214863765,0.882639079835841
ENSG00000121903,ZSCAN20,1,+,33501644,33515643,28.8176205764351,-0.608216216452706,0.706831962149135,10,-0.233403556584836,0.616511014792595
ENSG00000124459,ZNF45,19,-,43888624,43912623,168.173241406367,0.542181911038211,0.523538230415456,10,0.139056265340565,0.638185207161071
ENSG00000124575,H1-3,6,-,26217212,26234211,292.600324492028,0.0548979288008069,0.936024206631555,10,0.0881696225629394,0.868452938221892
ENSG00000125378,BMP4,14,-,53934736,53949735,58.2307361735462,0.362586347749855,0.685094599150154,10,0.12964714025647,0.759253822210416
ENSG00000126804,ZBTB1,14,+,64524952,64539951,569.518673114438,0.478144960505574,0.590648797911526,10,0.21978148530931,0.649219709578147
ENSG00000126822,PLEKHG3,14,+,64750250,64766249,128.716242109215,-0.240962191178569,0.760177311294753,10,-0.0533168394482988,0.836659130508069
ENSG00000127080,IPPK,9,-,92603183,92613182,33.6919535880152,0.084181880192135,0.949967774417512,10,-0.0867044203754644,0.792198197481744
ENSG00000127081,ZNF484,9,-,92809182,92844181,394.678134785954,0.381728397143541,0.63381681143495,10,0.187821320772178,0.809897121127467
ENSG00000128567,PODXL,7,-,131481271,131500270,80.8577894490801,-0.107093038324929,0.926320185648614,10,-0.532801015063495,0.673891060500618
ENSG00000128590,DNAJB9,7,+,108574851,108586850,14.5615483408511,0.590198479691493,0.748384487413555,10,-0.621969778771799,0.61275530009833
ENSG00000131115,ZNF227,19,+,44237269,44256268,79.9967567047598,0.219336951026863,0.793063318320533,10,0.236929276659133,0.635719843861457
ENSG00000132436,FIGNL1,7,-,50418133,50444132,993.631638408929,0.319769984951463,0.614341806166378,10,0.239770629070951,0.616429946340892
ENSG00000134013,LOXL2,8,-,23278897,23296896,46.9879513111402,-0.078471468741188,0.952293952335664,10,-0.663560037005458,0.521492353810382
ENSG00000134247,PTGFRN,1,+,116990354,117001353,27.2074106604647,-0.304187411810194,0.859596086580011,10,-0.240647728081952,0.604781263287057
ENSG00000135069,PSAT1,9,+,78330094,78346093,10.5223943763678,0.331068951546571,0.892296050368989,10,-0.0879513183452273,0.781917151998516
ENSG00000135083,CCNJL,5,-,160231083,160249082,73.8092856285883,-0.247316436329191,0.831397446998901,10,0.00524134376827894,0.990916066397808
ENSG00000135373,EHF,11,+,34663289,34722288,64.6608967373938,-0.162313709632264,0.881889570416592,10,-0.0989429860025512,0.856219252480697
ENSG00000135679,MDM2,12,+,68845545,68861544,104.206132534351,0.0488781207376902,0.955605328796413,10,-0.0198913866052813,0.975723900338935
ENSG00000135763,URB2,1,+,229660201,229677200,88.7188418039201,-0.102660171014468,0.944640196631121,10,-0.130465132738665,0.583725296770517
ENSG00000137338,PGBD1,6,+,28302550,28332549,135.256648093684,-0.329771431306504,0.812128271065053,10,0.0983663981695731,0.691496679630547
ENSG00000137393,RNF144B,6,+,18468871,18480870,25.9300576242355,0.0502144368169761,0.979876298887083,10,0.035089220207164,0.905298566947806
ENSG00000137492,THAP12,11,-,76336956,76349955,91.7678916657025,-0.0749228812396528,0.942278622585224,10,0.232193038457495,0.53668006361842
ENSG00000137962,ARHGAP29,1,-,94143905,94168904,344.894222074239,0.461476427024617,0.565946976748847,10,-0.0998576576373366,0.918588355332235
ENSG00000138166,DUSP5,10,+,110511534,110544533,253.130186317432,-0.453960447724632,0.649219709578147,10,-0.3725718833998,0.521492353810382
ENSG00000139174,PRICKLE1,12,-,42445757,42456756,39.1575639789938,-0.0387911973111459,0.98073830593357,10,-0.43472086246132,0.596849412717638
ENSG00000139990,DCAF5,14,-,69038881,69050880,46.9108006467491,0.0324006208985312,0.984374954672247,10,-0.331898271047033,0.53668006361842
ENSG00000140406,TLNRD1,15,+,81005789,81105788,596.073356553008,-0.201242334119295,0.826653119321935,10,-0.168776436552772,0.540604669394893
ENSG00000140836,ZFHX3,16,-,72770885,72782884,29.2726455015738,0.064514735528186,0.972175413545211,10,-0.809673915331059,0.596726206473674
ENSG00000141642,ELAC1,18,+,50988122,51007121,35.5386327779363,0.0705003684128299,0.970112415564381,10,-0.323997569994273,0.553632796032164
ENSG00000142149,HUNK,21,+,32004065,32014064,6.45460917638446,0.494047099095638,0.900189519147285,10,-0.403654673249701,0.668961052357018
ENSG00000142864,SERBP1,1,-,67378810,67407809,209.671825615869,0.0969413610539867,0.90037766877568,10,-0.313746813550844,0.644124986241921
ENSG00000143079,CTTNBP2NL,1,+,112461165,112489164,70.5185542136213,-0.356634369419121,0.808082959841778,10,-0.440336716632506,0.670933647297591
ENSG00000143315,PIGM,1,-,160011953,160024952,10.1895564304162,2.71340049525238,0.521492353810382,10,-0.031613525768149,0.93640477086265
ENSG00000143457,GOLPH3L,1,-,150636230,150646229,108.996494788056,0.145702174275539,0.811679654032387,10,0.154030453184104,0.540604669394893
ENSG00000144815,NXPE3,3,+,101828232,101849231,106.967073932852,-0.151256047634785,0.883999212838226,10,-0.0415350610331677,0.850522013920243
ENSG00000145014,TMEM44,3,-,194576678,194587677,39.9074560044079,0.261482776377456,0.796825460488722,10,-0.368134864049931,0.531861213838623
ENSG00000145365,TIFA,4,-,112262537,112274536,74.1477206657576,0.313161851586498,0.688669302218364,10,0.120062162538308,0.686877751107056
ENSG00000145632,PLK2,5,-,58440982,58453981,170.400427930601,0.14606371522422,0.86685705140427,10,-0.114439673667933,0.604328490263373
ENSG00000145919,BOD1,5,-,173586145,173607144,100.606231445039,-0.26385962586946,0.792198197481744,10,-0.186440690566282,0.540604669394893
ENSG00000146242,TPBG,6,+,82367421,82467420,465.197740378897,-0.0229712893727422,0.983281621657392,10,-0.249367087170121,0.521492353810382
ENSG00000146278,PNRC1,6,+,89085161,89111160,100.848376518891,-0.00226843438869686,0.998739346871252,10,-0.097983291569741,0.67494491370869
ENSG00000146648,EGFR,7,+,55211629,55224628,69.3013970094905,-0.108069017437892,0.937857128300988,10,-0.883538645158259,0.56632232933225
ENSG00000146802,TMEM168,7,-,112751377,112762376,15.1168517910771,0.611374977804702,0.715409692665315,10,-0.0860625520045418,0.905781795538939
ENSG00000147124,ZNF41,X,-,47425178,47445177,60.4232439628789,0.436051638698446,0.688669302218364,10,0.213912597799246,0.589072077831053
ENSG00000147454,SLC25A37,8,+,23575464,23608463,53.8175252926019,0.177654504170664,0.896670347644523,10,-0.100875556546486,0.664804684842033
ENSG00000147650,LRP12,8,-,104467236,104489235,85.5783898015964,0.221165954006096,0.826653119321935,10,0.120621972552147,0.709912496654485
ENSG00000147679,UTP23,8,+,116774685,116791684,34.6236401740336,0.316710441109473,0.770984320990727,10,0.260399379791544,0.714046698997244
ENSG00000148019,CEP78,9,+,78279691,78292690,25.5567054590898,0.0809619039366683,0.970231409029955,10,0.13297056689783,0.754596102437402
ENSG00000148120,AOPEP,9,+,95087160,95115159,176.819869896928,-0.0391847552897813,0.956637342678711,10,0.134762049144485,0.706831962149135
ENSG00000148429,USP6NL,10,-,11440510,11460509,156.096224121607,-0.377348465862177,0.743152866761591,10,0.0017913102913735,0.99710023923714
ENSG00000148773,MKI67,10,-,128076659,128096658,145.366941025256,-0.332128515751033,0.780575690019527,10,-1.13617473179579,0.630923072228459
ENSG00000149218,ENDOD1,11,+,95132646,95159645,274.882040595718,0.00757618534775589,0.992517610686173,10,0.0640624083573828,0.76733605698645
ENSG00000149418,ST14,11,+,130210363,130220362,24.6282756915011,0.197836884699884,0.918588355332235,10,-0.0104352642698892,0.981915986405878
ENSG00000151014,NOCT,4,+,139045940,139061939,245.31296285709,-0.151862094368862,0.866631076454805,10,-0.161990934147158,0.765634881767544
ENSG00000152457,DCLRE1C,10,-,14886613,14904612,206.778919896736,0.352632253950249,0.699316736151295,10,0.0722110373406561,0.893309455652184
ENSG00000152977,ZIC1,3,+,147416720,147476719,101.535258182838,-0.224470270941057,0.828353584283448,10,0.0351455100436148,0.93407352664105
ENSG00000152990,ADGRA3,4,-,22356376,22387375,76.9355142871618,0.040879252314818,0.979406924521576,10,-0.299012683444027,0.587606150787223
ENSG00000153037,SRP19,5,+,112869789,112911788,344.160726238728,0.0700253335904844,0.909085329350651,10,0.168214994473379,0.653478010861397
ENSG00000154265,ABCA5,17,-,69229311,69244310,7.96704194879228,-0.8194085936002,0.723150690526147,10,0.274508305104673,0.655233438991874
ENSG00000154447,SH3RF1,4,-,169037259,169094258,182.860906685897,-0.099026382383582,0.900132940486663,10,-0.197468306314867,0.77239421035249
ENSG00000155275,TRMT44,4,+,8476556,8496555,73.250483763265,-0.248016388275045,0.800792753620609,10,0.112518715682937,0.768262048963564
ENSG00000155666,KDM8,16,+,27221769,27236768,34.3246366280152,0.18888092282023,0.867467921587677,10,0.0852944556197512,0.882224811029469
ENSG00000157540,DYRK1A,21,+,37526359,37551358,44.6265293741235,-0.0995507453191224,0.936971694223265,10,-0.0152895818935232,0.94605614916493
ENSG00000157654,PALM2AKAP2,9,+,110172513,110182512,23.9365783660779,-0.517674864598459,0.705141494110679,10,-0.727439966586237,0.540604669394893
ENSG00000158615,PPP1R15B,1,-,204379381,204403380,660.530824855353,-0.000861687598372039,0.999740936619526,10,-0.129064972571229,0.67494491370869
ENSG00000158636,EMSY,11,+,76553032,76570031,59.6310735902825,0.05123270984618,0.976367045314406,10,-0.228571179383628,0.760126723553413
ENSG00000162616,DNAJB4,1,+,78017965,78030964,128.539298405337,0.354770496121921,0.636145030675024,10,0.173157262888593,0.801598936478923
ENSG00000162924,REL,2,+,60931613,60957612,262.375908524773,0.045055262816524,0.971445370376303,10,-0.165843653955409,0.867564363067052
ENSG00000163235,TGFA,2,-,70433284,70447283,43.0775645290547,-0.365842755805397,0.768262048963564,10,-0.0709697218013431,0.80496686154189
ENSG00000163545,NUAK2,1,-,205291063,205302062,29.1717052202679,0.682128039214805,0.599497446158892,10,-0.293801957420315,0.647442118046186
ENSG00000163684,RPP14,3,+,58320194,58332193,750.78584373114,0.251684703044062,0.521492353810382,10,0.0649269759952994,0.765371174475279
ENSG00000163866,SMIM12,1,-,34777362,34850361,159.430715462994,0.0488088312605326,0.954491337232044,10,-0.0443266982346848,0.877769034872325
ENSG00000164219,PGGT1B,5,-,115193012,115204011,33.4761608604634,0.469570657633144,0.765634881767544,10,0.262743769120223,0.630978263078818
ENSG00000164465,DCBLD1,6,+,117549798,117562797,20.574677213743,0.613160959160853,0.712733902300048,10,-0.0368903817036884,0.94160986398293
ENSG00000164823,OSGIN2,8,+,89927889,89937888,42.389155718865,0.21443857031432,0.898362113231001,10,0.231032929695447,0.5584269081131
ENSG00000165300,SLITRK5,13,+,87679617,87690616,10.2542677499913,0.700801356321304,0.802629563636703,10,-0.0356749962236376,0.98073830593357
ENSG00000166439,RNF169,11,+,74842414,74921413,548.259283027875,-0.264496508448139,0.71733315792039,10,-0.235178609700639,0.693776823545824
ENSG00000167173,C15orf39,15,+,75212170,75233169,93.9457668470524,-0.332329946155325,0.74040884358115,10,-0.631704356115317,0.59341918608857
ENSG00000167193,CRK,17,-,1400693,1420692,77.7587868506695,0.0499539563967944,0.964502412895109,10,0.110205087871737,0.707364431772986
ENSG00000167384,ZNF180,19,-,44464443,44474442,50.0629216833988,0.638192500916764,0.623715677598365,10,-0.0847241810267031,0.918201610353462
ENSG00000167637,ZNF283,19,+,43852018,43874017,67.9844218618131,0.0273743017677474,0.985531614767533,10,0.135976790329327,0.839547413150963
ENSG00000168214,RBPJ,4,+,26434924,26453923,60.5095223766008,0.296704812658557,0.807834730108099,10,-0.14208561187006,0.856156736229986
ENSG00000168264,IRF2BP2,1,-,234585269,234604268,198.110050217479,0.0703486833340962,0.91402990767029,10,-0.226872624462961,0.56632232933225
ENSG00000168556,ING2,4,+,183512430,183523429,26.2347762506889,-0.457720892113074,0.789000539660503,10,0.121310147040305,0.797980121434722
ENSG00000168792,ABHD15,17,-,29546547,29560546,150.556865379023,0.0469832434212411,0.944640196631121,10,0.14197671052653,0.684703342953512
ENSG00000169018,FEM1B,15,+,68295863,68305862,117.335766915437,0.00548467167153776,0.995012185852323,10,0.155430564024181,0.635719843861457
ENSG00000169047,IRS1,2,-,226718312,226731311,12.4692169717608,-0.0872854475324748,0.970926851663099,10,-0.276656475804331,0.653830351551937
ENSG00000169252,ADRB2,5,+,148828624,148855623,55.0483783895228,0.0654884736834926,0.966743978314097,10,-0.0950659306298757,0.851260793225374
ENSG00000169981,ZNF35,3,+,44660792,44670791,170.484943214746,0.305693088577564,0.626746447723336,10,0.135674866207613,0.731297304218927
ENSG00000170631,ZNF16,8,-,144919358,144930357,89.767666813071,-0.705010802380058,0.521492353810382,10,-0.0592465226403694,0.87254075778238
ENSG00000170745,KCNS3,2,+,17932959,17943958,41.2916016173825,-0.685032696405318,0.66186324025553,10,0.169910712687756,0.717742500876053
ENSG00000170846,NA,4,+,6676048,6687047,18.4144200557935,-0.489891093304588,0.772055338951244,10,0.0319995714013437,0.946800042069355
ENSG00000170881,RNF139,8,+,124488619,124505618,224.765922916311,0.19124678256539,0.718538753206112,10,0.0853441619142961,0.774270165421731
ENSG00000170903,MSANTD4,11,-,105969899,106007898,288.969728570093,-0.00610102239267954,0.996671700793745,10,0.216658013673065,0.696274076035201
ENSG00000171316,CHD7,8,+,60868029,60882028,31.7387364259013,-1.07150396407074,0.521492353810382,10,-0.543860577217001,0.626219177098764
ENSG00000171823,FBXL14,12,-,1555993,1565992,2.51989890386605,-1.78151347309365,NA,10,0.186346756962217,0.712171488255372
ENSG00000172315,TP53RK,20,-,46652365,46684364,121.949172363138,-0.0811939027465721,0.910653420741142,10,0.141599315461927,0.653478010861397
ENSG00000172738,TMEM217,6,-,37202181,37212180,14.568561948763,-0.274777370831273,0.881296376157163,10,-0.0229505783796303,0.964809435624246
ENSG00000173166,RAPH1,2,-,203415682,203433681,69.6546919272621,-0.351054038298199,0.789971105845582,10,-0.56059762862296,0.712608290985965
ENSG00000174579,MSL2,3,-,136085917,136148916,238.072417138583,-0.0285101987200801,0.976764880490481,10,-0.0638394115154957,0.81503541656477
ENSG00000175073,VCPIP1,8,-,66618487,66628486,24.9073188222276,0.638834110194984,0.660522645978708,10,-0.0213291627451476,0.985666647468148
ENSG00000175505,CLCF1,11,-,67354168,67364167,674.44351719448,0.160531745301648,0.782909736224583,10,-0.109044242755625,0.830353888665905
ENSG00000175697,GPR156,3,-,120153478,120165477,92.5915280709296,0.0873868399056249,0.929344616264831,10,-0.142721784477003,0.780575690019527
ENSG00000176055,MBLAC2,5,-,90446209,90458208,11.2553552642722,-0.0701790725967334,0.98073830593357,10,0.285367811881145,0.612594776334821
ENSG00000176697,BDNF,11,-,27636893,27654892,77.5284703443701,0.306518061297337,0.781685265482813,10,0.130913435635514,0.750188392643453
ENSG00000177051,FBXO46,19,-,45700629,45710628,41.7709107482848,0.598132352638083,0.625125487932283,10,0.0868518869045035,0.869306592600863
ENSG00000177352,CCDC71,3,-,49151535,49162534,243.239315463261,0.381032297650039,0.521492353810382,10,0.0640641247808829,0.910701004016609
ENSG00000177706,FAM20C,7,+,260773,274772,11.6454336288753,-1.97949361283246,0.521492353810382,10,-0.105492737286839,0.772590308943258
ENSG00000178150,ZNF114,19,+,48287609,48297608,975.78055742464,0.353468349930251,0.521492353810382,10,0.00688177755832882,0.987887582018358
ENSG00000178229,ZNF543,19,+,57330771,57346770,468.282889138761,0.000580570909120838,0.999768734466797,10,-0.0582992861686454,0.877769034872325
ENSG00000178913,TAF7,5,-,141304490,141318489,368.088959535391,0.0642148612388561,0.923485847615338,10,0.172824710255161,0.611445756552283
ENSG00000180346,TIGD2,4,+,89114902,89127901,88.4885137274607,0.125451042640468,0.898179864890527,10,0.128257440462113,0.685094599150154
ENSG00000180479,ZNF571,19,-,37553260,37564259,77.8331301555741,-0.347429292173019,0.686094803462424,10,0.120865307939956,0.85437026654083
ENSG00000180543,TSPYL5,8,-,97250488,97273487,49.014928238955,-0.424928789476859,0.733801083703797,10,-0.642901739642925,0.554573894572658
ENSG00000180884,ZNF792,19,-,34938354,34956353,180.535445837576,-0.0161139721656325,0.992071641313196,10,-0.534388624011392,0.593623736301575
ENSG00000180938,ZNF572,8,+,124979390,124996389,69.2939596789434,0.0173063987284464,0.986606887146073,10,0.302398786039114,0.521492353810382
ENSG00000181450,ZNF678,1,+,227662462,227690461,87.5192577418118,0.295839057793965,0.767298989173977,10,0.316985195361197,0.730278184804353
ENSG00000181751,MACIR,5,+,103278661,103378660,67.421817042331,0.495280539756201,0.686877751107056,10,0.0445881936236568,0.901231036842227
ENSG00000182022,CHST15,10,-,123971668,124007667,241.859136188045,-0.5922874833888,0.601054620938954,10,-0.228311839385446,0.521492353810382
ENSG00000182118,FAM89A,1,-,230990958,231018957,110.718832774893,-0.238281781182245,0.689029682086741,10,0.0457070997741416,0.925823359274693
ENSG00000182149,IST1,16,+,71931200,71941199,66.6942051697409,0.383767840418063,0.62156823208951,10,-0.039222483004895,0.8835611183144
ENSG00000182253,SYNM,15,+,99135594,99148593,50.5899881184131,-0.266551832286636,0.866255914583231,10,-0.581434256742097,0.696274076035201
ENSG00000183621,ZNF438,10,-,30831632,30844631,20.5767399453114,0.0149919110642849,0.994681990917649,10,-0.201509985466548,0.751129811468076
ENSG00000183742,MACC1,7,-,20085655,20134654,89.2382355657789,-0.143080569448697,0.925686229570449,10,0.244237995762895,0.671224176320551
ENSG00000183840,GPR39,2,+,132646583,132669582,96.6718762712924,-0.245523672070057,0.800860406930841,10,0.137783785338077,0.691487851680476
ENSG00000183891,TTC32,2,-,19865631,19896630,122.692613410075,0.0215797360771388,0.985129781589921,10,0.272653405065491,0.528491570091721
ENSG00000184857,TMEM186,16,-,8783180,8795179,36.113421588422,0.330009472139639,0.764171067106077,10,-0.5062034530643,0.635600514349341
ENSG00000184992,BRI3BP,12,+,125031232,125057231,82.8226308760266,0.00923506942165216,0.994681990917649,10,-0.431385354876146,0.531861213838623
ENSG00000185947,ZNF267,16,+,31917358,31928357,119.662723452354,0.276275094571507,0.813374760664236,10,0.422808089729042,0.712171488255372
ENSG00000186212,SOWAHB,4,-,76882152,76894151,84.0013743705667,-0.0267754540728296,0.978903055574652,10,-0.0184894384944263,0.968673784098625
ENSG00000186272,ZNF17,19,+,57421935,57433934,179.929956508194,0.194785162646359,0.735954893595176,10,0.177242159937131,0.649219709578147
ENSG00000187134,AKR1C1,10,+,4983284,4994283,19.4106052023851,-0.0838737366003646,0.967207126491816,10,0.195040333380031,0.60318318129767
ENSG00000187566,NHLRC1,6,-,18101440,18120439,57.9392219960937,-0.393397886372031,0.675970210499616,10,-0.167184859098462,0.7915601315871
ENSG00000188215,DCUN1D3,16,-,20841925,20854924,31.6951263676581,-0.8635979160146,0.5584269081131,10,-0.328577649467567,0.528491570091721
ENSG00000188725,SMIM15,5,-,61143704,61157703,343.505178463022,0.306477578862339,0.719305787761457,10,0.290186127240574,0.5584269081131
ENSG00000188994,ZNF292,6,+,87265944,87288943,69.0560252613927,-0.453145487939896,0.741342418722621,10,-0.0577273327921675,0.968109190588085
ENSG00000189057,FAM111B,11,+,59127413,59137412,205.701872989232,0.53554949510407,0.5568756325336,10,0.257102818751672,0.825582551336783
ENSG00000189241,TSPYL1,6,-,116254858,116274857,188.332817657457,0.256766529194584,0.71108223759256,10,0.0347159100794672,0.927340207550607
ENSG00000189431,RASSF10,11,+,13012120,13029119,110.102594566203,-0.193291934725332,0.891460479388787,10,-0.369377354945895,0.509236808200376
ENSG00000196247,ZNF107,7,+,64711578,64721577,23.7726179126772,1.1554911374398,0.565204763776832,10,0.034271112502006,0.98073830593357
ENSG00000196371,FUT4,11,+,94549896,94566895,48.4610644894414,-0.3431241776774,0.71496336986651,10,0.0374034963475004,0.926156088809428
ENSG00000196652,ZKSCAN5,7,+,99534701,99550700,174.223890992748,0.588271577340609,0.383456210419466,10,0.188638183686859,0.528491570091721
ENSG00000196981,WDR5B,3,-,122400846,122411845,110.852445449964,0.639325195835045,0.463102472212067,10,0.159799655131544,0.579194741370309
ENSG00000197008,ZNF138,7,+,64833681,64844680,7.38280651078771,-1.43605000295282,0.589393463523309,10,0.525262408835458,0.556876390008026
ENSG00000197024,ZNF398,7,+,149183043,149195042,354.993756172318,0.230345939345928,0.756865597383265,10,-0.359932526152008,0.638185207161071
ENSG00000197119,SLC25A29,14,-,100276116,100291115,200.957502008691,0.0928541360078805,0.883645917000948,10,0.0410128220318081,0.93640477086265
ENSG00000197147,LRRC8B,1,+,89597862,89627861,28.9265924964194,-0.577225415090416,0.67494491370869,10,0.0234019567007968,0.968673784098625
ENSG00000197362,ZNF786,7,-,149050641,149069640,202.145239797256,0.212158307449252,0.726932299864619,10,-0.219904539881244,0.524661175102445
ENSG00000198039,ZNF273,7,+,64930982,64944981,219.633822730566,0.63969176257984,0.509236808200376,10,0.263441237712211,0.686094803462424
ENSG00000198081,ZBTB14,18,-,5279022,5289021,161.709649520887,0.222856405314094,0.753825464890357,10,0.0663114749483846,0.827456687579046
