cell,gene_id,gene_name,feature,feature_id,chr,start,end,width,strand,genomic_data,upstream_exon_start,upstream_exon_end,upstream_exon_width,upstream_exon_type,downstream_exon_start,downstream_exon_end,downstream_exon_width,downstream_exon_type,exon_base_mean,DEXseq_padj,DEXseq_log2FC,DESeq_l2fc,DEseq_padj,treated_max_count,treated_max_count_by_intron_width
CAOV3,ENSG00000125844,RRBP1,e7,ENSG00000125844:e7,20,17619729,17620298,570,-,chr20:17619729-17620298:-,17620299,17620370,72,internal,17619633,17619728,96,internal,90.2607473408585,0.0216173602862439,0.53390513166314,0.598045293226841,0.0298922061028257,134.043622337766,0.235164249715379
CAOV3,ENSG00000126773,PCNX4,e9,ENSG00000126773:e9,14,60125252,60125636,385,+,chr14:60125252-60125636:+,60124218,60125251,1034,internal,60125637,60125823,187,internal,22.8389408043626,1.8183547986107e-06,1.57449010624034,1.65615257159456,0.00058021673169582,46.7961201744558,0.121548364089496
CAOV3,ENSG00000126822,PLEKHG3,e16,ENSG00000126822:e16,14,64742456,64742981,526,+,chr14:64742456-64742981:+,64741036,64742455,1420,internal,64742982,64750249,7268,last,52.517417109492,1.92488102232343e-08,1.10892636022452,1.15859439061869,0.000271598668260938,100.878190006772,0.191783631191583
CAOV3,ENSG00000127947,PTPN12,e13,ENSG00000127947:e13,7,77627676,77632347,4672,+,chr7:77627676-77632347:+,77626705,77627675,971,internal,77632348,77632425,78,internal,338.0940334455,2.53965891898551e-10,0.677071442976844,0.505154597460562,0.00210213771702114,513.492561914299,0.109908510683711
CAOV3,ENSG00000127954,STEAP4,e2,ENSG00000127954:e2,7,88281080,88282640,1561,-,chr7:88281080-88282640:-,88282641,88283168,528,internal,88280915,88281079,165,internal,1381.5442173215,4.32573507690361e-30,0.514200449609037,0.794850560519781,7.8207272267657e-19,2184.77285480421,1.39959824138642
CAOV3,ENSG00000128567,PODXL,e5,ENSG00000128567:e5,7,131509029,131509364,336,-,chr7:131509029-131509364:-,131509365,131509585,221,internal,131508951,131509028,78,internal,115.325312986865,0.000795878631215869,0.528093666346918,0.963533621397293,7.28865357419706e-06,197.610700972171,0.588127086226698
CAOV3,ENSG00000128915,ICE2,e6,ENSG00000128915:e6,15,60448146,60448847,702,-,chr15:60448146-60448847:-,60448848,60449841,994,internal,60447970,60448145,176,internal,52.7605542666093,0.00710022147068299,0.617713112786777,0.8236081536071,0.0142967991386042,82.9135808274842,0.118110513999265
CAOV3,ENSG00000129084,PSMA1,e9,ENSG00000129084:e9,11,14519042,14520296,1255,-,chr11:14519042-14520296:-,14520297,14520386,90,first,14518997,14519041,45,internal,147.664594759984,5.21114305641954e-06,0.830943845178964,0.891245191708264,5.25163518763575e-06,229.394240289373,0.182784255210656
CAOV3,ENSG00000129351,ILF3,e17,ENSG00000129351:e17,19,10683971,10687345,3375,+,chr19:10683971-10687345:+,10683917,10683970,54,internal,10687346,10687708,363,internal,1858.24840330842,1.70500086328492e-18,0.57638091371542,0.637437594376267,7.07936829794292e-10,2832.88067827238,0.839372052821445
CAOV3,ENSG00000130511,SSBP4,e15,ENSG00000130511:e15,19,18433214,18433584,371,+,chr19:18433214-18433584:+,18433135,18433213,79,internal,18433585,18433613,29,internal,27.8306151005151,0.004155352744931,1.32662167891963,1.64908752720128,0.000386933350976693,66.3308646619873,0.178789392619912
CAOV3,ENSG00000130741,EIF2S3,e1,ENSG00000130741:e1,X,24055038,24055614,577,+,chrX:24055038-24055614:+,24054956,24055037,82,first,24055615,24055678,64,internal,42.0612353457238,0.000416182369113421,0.849450670109694,0.806133220516165,0.0383429021514425,65.541165474924,0.113589541550995
CAOV3,ENSG00000131149,GSE1,e8,ENSG00000131149:e8,16,85657605,85661145,3541,+,chr16:85657605-85661145:+,85657277,85657604,328,internal,85661146,85661765,620,internal,685.395537343682,0.0168405526594151,0.54290812736593,0.381278493647807,0.0252873267304548,1093.077373909,0.308691718133013
CAOV3,ENSG00000131398,KCNC3,e3,ENSG00000131398:e3,19,50320785,50322974,2190,-,chr19:50320785-50322974:-,50322975,50324082,1108,internal,50320593,50320784,192,internal,143.881135754738,1.09324069725362e-05,0.680012172584552,0.819004759242051,0.00010888633819168,250.122635496244,0.114211249085043
CAOV3,ENSG00000131437,KIF3A,e1,ENSG00000131437:e1,5,132696683,132699170,2488,-,chr5:132696683-132699170:-,132699171,132699295,125,internal,132692631,132696682,4052,last,165.925270978595,2.65825423787054e-11,1.03490867684594,0.987995949839717,3.64062475238977e-08,272.232923716906,0.109418377699721
CAOV3,ENSG00000132256,TRIM5,e1,ENSG00000132256:e1,11,5665396,5665655,260,-,chr11:5665396-5665655:-,5665656,5665682,27,internal,5663195,5665395,2201,last,47.0570558841996,0.00254107277399463,0.689222893988977,0.994242447776274,0.00259151098618747,74.6222227447358,0.287008549018214
CAOV3,ENSG00000132623,ANKEF1,e4,ENSG00000132623:e4,20,10043322,10044393,1072,+,chr20:10043322-10044393:+,10043122,10043321,200,internal,10044394,10044543,150,internal,90.7274233204752,0.00259800963719226,0.714707621836808,1.44946591216253,4.83588979894069e-10,169.972840696343,0.158556754380917
CAOV3,ENSG00000133131,MORC4,e1,ENSG00000133131:e1,X,106941633,106941937,305,-,chrX:106941633-106941937:-,106941938,106942221,284,internal,106940738,106941632,895,last,44.2145356187752,5.25397226899079e-07,1.14970069147181,0.997762580259461,0.00424308892886645,80.1497947999014,0.262786212458693
CAOV3,ENSG00000133256,PDE6B,e15,ENSG00000133256:e15,4,663188,663769,582,+,chr4:663188-663769:+,663100,663187,88,internal,663770,663870,101,internal,64.0054007708006,0.00094097647366747,0.866732035167967,1.24759781310065,1.46187649981843e-05,125.211240466787,0.215139588430906
CAOV3,ENSG00000133422,MORC2,e25,ENSG00000133422:e25,22,30958695,30967821,9127,-,chr22:30958695-30967821:-,30967822,30968774,953,first,30958641,30958694,54,internal,2095.07285996444,3.02236779354552e-129,0.501287953927477,2.54666153468459,1.22101195847766e-230,4249.45083788325,0.465591195122521
CAOV3,ENSG00000134152,KATNBL1,e1,ENSG00000134152:e1,15,34142372,34145397,3026,-,chr15:34142372-34145397:-,34145398,34145491,94,internal,34140674,34142371,1698,last,548.72437302727,3.11138767705166e-38,1.26743626240844,1.50058253181806,4.23257951907764e-43,1001.87243499877,0.331088048578575
CAOV3,ENSG00000134802,SLC43A3,e1,ENSG00000134802:e1,11,57407897,57409174,1278,-,chr11:57407897-57409174:-,57409175,57409298,124,internal,57406954,57407896,943,last,100.069138446531,2.03706787478068e-08,0.838293474817835,1.37969895265349,7.18566630017288e-10,197.610700972171,0.154624961637066
CAOV3,ENSG00000135387,CAPRIN1,e1,ENSG00000135387:e1,11,34051872,34052420,549,+,chr11:34051872-34052420:+,34051731,34051871,141,first,34052421,34052636,216,internal,96.1502402321868,0.000276404460914156,0.825359926900058,0.733773199500923,0.00404191533663137,157.53580357222,0.286950461880182
CAOV3,ENSG00000135945,REV1,e17,ENSG00000135945:e17,2,99435942,99438600,2659,-,chr2:99435942-99438600:-,99438601,99439310,710,internal,99435834,99435941,108,internal,215.448918287458,1.07325482575396e-21,0.818200408648091,0.763838477549209,8.58068037522482e-07,316.980909387814,0.119210571413243
CAOV3,ENSG00000136068,FLNB,e25,ENSG00000136068:e25,3,58130909,58132807,1899,+,chr3:58130909-58132807:+,58130741,58130908,168,internal,58132808,58132931,124,internal,1038.29074251112,7.15469971733989e-08,0.530638134685637,0.629393252945131,6.51874268117173e-11,1511.7909570878,0.796098450283199
CAOV3,ENSG00000136643,RPS6KC1,e11,ENSG00000136643:e11,1,213242298,213242568,271,+,chr1:213242298-213242568:+,213240702,213242297,1596,internal,213242569,213242658,90,internal,43.8341342836655,2.98190072189002e-19,1.98635662146382,1.78275480052727,5.00013389820782e-08,88.5332003300515,0.326690776125651
CAOV3,ENSG00000137801,THBS1,e19,ENSG00000137801:e19,15,39593669,39594098,430,+,chr15:39593669-39594098:+,39593397,39593668,272,internal,39594099,39594196,98,internal,27.1591156529125,0.0266448235903332,0.789413820450373,1.45306331439841,0.00100490310085127,53.8938275378647,0.125334482646197
CAOV3,ENSG00000137834,SMAD6,e1,ENSG00000137834:e1,15,66704076,66711667,7592,+,chr15:66704076-66711667:+,66702236,66704075,1840,first,66711668,66711724,57,internal,4824.07267733393,1.83977428584433e-40,0.756693315903528,1.8371877891838,2.71957078871385e-154,8936.702120189,1.17712093258549
CAOV3,ENSG00000138031,ADCY3,e1,ENSG00000138031:e1,2,24820115,24820723,609,-,chr2:24820115-24820723:-,24820724,24820848,125,internal,24819169,24820114,946,last,131.736646657646,1.47679655425376e-21,1.07608899140305,1.19938668225052,9.08939307087698e-11,221.102882206624,0.363058919879515
CAOV3,ENSG00000138074,SLC5A6,e16,ENSG00000138074:e16,2,27211534,27212019,486,-,chr2:27211534-27212019:-,27212020,27212268,249,first,27211467,27211533,67,internal,66.3905999398221,3.208386608314e-05,0.738299763915392,1.44990167979724,6.01799475183538e-08,125.752264255018,0.25874951492802
CAOV3,ENSG00000138434,ITPRID2,e11,ENSG00000138434:e11,2,181916428,181918597,2170,+,chr2:181916428-181918597:+,181915216,181916427,1212,internal,181918598,181918675,78,internal,855.428700019134,1.02916457944514e-27,0.70649679010906,0.880729683491929,1.20633152735288e-20,1335.58656497906,0.615477679713854
CAOV3,ENSG00000138496,PARP9,e7,ENSG00000138496:e7,3,122552640,122555285,2646,-,chr3:122552640-122555285:-,122555286,122556121,836,internal,122552418,122552639,222,internal,174.595930029449,1.66809989899677e-06,0.681891996865745,2.10180858238331,1.35449233163922e-35,356.305608672769,0.134658204335891
CAOV3,ENSG00000138614,INTS14,e11,ENSG00000138614:e11,15,65607443,65611097,3655,-,chr15:65607443-65611097:-,65611098,65611131,34,first,65607159,65607442,284,internal,448.543846282969,5.85813347572226e-08,0.606549906742357,0.540041467652737,4.30112570317319e-05,668.519887844225,0.182905578069555
CAOV3,ENSG00000140853,NLRC5,e6,ENSG00000140853:e6,16,57027019,57028071,1053,+,chr16:57027019-57028071:+,57025368,57027018,1651,internal,57028072,57028155,84,internal,108.858439372845,5.64765739382301e-21,1.2582054590719,1.67606993269494,1.03803905396001e-15,205.902059054919,0.195538517621006
CAOV3,ENSG00000141404,GNAL,e5,ENSG00000141404:e5,18,11825016,11862394,37379,+,chr18:11825016-11862394:+,11824918,11825015,98,internal,11862395,11862449,55,internal,8327.62327451029,0.000249028081240032,0.520482656289799,0.772386123836589,1.62684121811355e-16,13114.1647008804,0.350843112466369
CAOV3,ENSG00000141458,NPC1,e1,ENSG00000141458:e1,18,23532285,23533354,1070,-,chr18:23532285-23533354:-,23533355,23533517,163,internal,23531442,23532284,843,last,204.716564011723,1.82170054943594e-06,0.657550420229157,0.874437638548066,7.44049462312171e-08,330.272430296145,0.308665822706678
CAOV3,ENSG00000141526,SLC16A3,e4,ENSG00000141526:e4,17,82237894,82238701,808,+,chr17:82237894-82238701:+,82237138,82237893,756,internal,82238702,82240086,1385,last,108.284820278344,5.65770919966754e-16,1.00575416217508,1.02465869433652,1.27303465645414e-06,171.354733710134,0.212072690235314
CAOV3,ENSG00000142949,PTPRF,e8,ENSG00000142949:e8,1,43589001,43590971,1971,+,chr1:43589001-43590971:+,43588731,43589000,270,internal,43590972,43591553,582,internal,157.196199880119,1.16994811959121e-11,0.771682260807716,0.828148605163036,2.6787749486664e-06,245.363440914714,0.124486778749221
CAOV3,ENSG00000143379,SETDB1,e16,ENSG00000143379:e16,1,150961192,150962129,938,+,chr1:150961192-150962129:+,150960563,150961191,629,internal,150962130,150962158,29,internal,55.6238706523732,5.85745451534154e-05,0.776074887612885,0.719373040878441,0.0356139389781495,96.7325109653982,0.103126344312791
CAOV3,ENSG00000143390,RFX5,e10,ENSG00000143390:e10,1,151346607,151347210,604,-,chr1:151346607-151347210:-,151347211,151347252,42,first,151346489,151346606,118,internal,27.8069225661511,0.0105195552281166,0.83905475080895,1.69854263351045,0.000100955884311584,60.7745352585659,0.100620091487692
CAOV3,ENSG00000144034,TPRKB,e1,ENSG00000144034:e1,2,73730030,73730559,530,-,chr2:73730030-73730559:-,73730560,73730736,177,internal,73729873,73730029,157,last,80.62794358739,0.00134331329588723,0.513373239827099,0.652677808642545,0.0193916017192395,124.370371241226,0.234661077813634
CAOV3,ENSG00000144283,PKP4,e20,ENSG00000144283:e20,2,158676868,158678580,1713,+,chr2:158676868-158678580:+,158676739,158676867,129,internal,158678581,158678654,74,internal,160.699817157702,7.53777277880242e-09,0.570340434337599,0.656801284986726,0.000421038175155655,236.510120881709,0.138067788022013
CAOV3,ENSG00000144426,NBEAL1,e46,ENSG00000144426:e46,2,203190390,203193794,3405,+,chr2:203190390-203193794:+,203190292,203190389,98,internal,203193795,203193911,117,internal,779.028851925131,0.00812493888300391,0.681107635162221,0.342238352293665,0.0262143886437893,1171.84527569511,0.344154265989753
CAOV3,ENSG00000145623,OSMR,e17,ENSG00000145623:e17,5,38932536,38932871,336,+,chr5:38932536-38932871:+,38932463,38932535,73,internal,38932872,38935641,2770,last,31.8520430327043,0.000318761831226384,1.00492196134693,0.973531821887045,0.023065300707036,56.6576135654475,0.168623849897165
CAOV3,ENSG00000146463,ZMYM4,e3,ENSG00000146463:e3,1,35359447,35361193,1747,+,chr1:35359447-35361193:+,35358925,35359446,522,internal,35361194,35361255,62,internal,127.197047192375,0.000913315553132358,0.766123958361149,0.508396762285261,0.0343124304277327,198.992593985962,0.113905319969068
CAOV3,ENSG00000147526,TACC1,e3,ENSG00000147526:e3,8,38820636,38825307,4672,+,chr8:38820636-38825307:+,38819522,38820635,1114,internal,38825308,38825368,61,internal,343.734702093414,2.18377507167564e-33,0.775210959432572,1.53283222291358,1.18697057399686e-35,614.895297910196,0.131612863422559
CAOV3,ENSG00000147548,NSD3,e15,ENSG00000147548:e15,8,38316043,38318894,2852,-,chr8:38316043-38318894:-,38318895,38318940,46,internal,38315912,38316042,131,internal,627.636044661199,8.63527727607062e-21,0.533482432042561,0.616200595255791,3.26962363119478e-09,905.568163375955,0.317520393890587
CAOV3,ENSG00000147548,NSD3,e16,ENSG00000147548:e16,8,38318941,38321071,2131,-,chr8:38318941-38321071:-,38321072,38321172,101,internal,38318895,38318940,46,internal,410.937191487535,7.12241561439717e-20,1.09087012214384,1.1729501657977,2.51521400625157e-23,692.328399909493,0.324884279638429
CAOV3,ENSG00000148120,AOPEP,e15,ENSG00000148120:e15,9,95080781,95082574,1794,+,chr9:95080781-95082574:+,95080694,95080780,87,internal,95082575,95082719,145,internal,193.425420390517,7.16896918184551e-06,0.864016238229232,1.15362960498031,1.04324000547499e-12,320.599179199605,0.178706342920627
CAOV3,ENSG00000148120,AOPEP,e16,ENSG00000148120:e16,9,95082720,95086681,3962,+,chr9:95082720-95086681:+,95082575,95082719,145,internal,95086682,95087159,478,last,544.747058704104,2.26218276455601e-06,0.700594958804269,0.990946338898219,1.79324698462009e-18,879.00820327694,0.22185971814158
CAOV3,ENSG00000148660,CAMK2G,e2,ENSG00000148660:e2,10,73815248,73817022,1775,-,chr10:73815248-73817022:-,73817023,73817117,95,internal,73815003,73815247,245,internal,227.215516386432,9.49452913846107e-17,0.743493200346271,0.705221955739729,6.1357125138585e-06,346.855146461642,0.195411350119235
CAOV3,ENSG00000148700,ADD3,e14,ENSG00000148700:e14,10,110132401,110133325,925,+,chr10:110132401-110133325:+,110132305,110132400,96,internal,110133326,110135565,2240,last,71.4540862346621,0.0350281727452119,0.603490097561007,0.796705826905194,0.00525324688120706,120.224692199852,0.129972640216056
CAOV3,ENSG00000149115,TNKS1BP1,e6,ENSG00000149115:e6,11,57302826,57308394,5569,-,chr11:57302826-57308394:-,57308395,57310556,2162,internal,57302459,57302825,367,internal,788.568942836787,4.37588065236199e-84,0.722269127545115,2.05751914776627,6.92625650532664e-87,1564.30289161187,0.280894755182594
CAOV3,ENSG00000149499,EML3,e2,ENSG00000149499:e2,11,62602890,62603148,259,-,chr11:62602890-62603148:-,62603149,62603247,99,internal,62602759,62602889,131,internal,30.363008253656,1.05258763772534e-05,1.20788506248566,1.59352465206888,8.73877630170577e-05,58.178960216891,0.224629190026606
CAOV3,ENSG00000153165,RGPD3,e3,ENSG00000153165:e3,2,106415990,106423042,7053,-,chr2:106415990-106423042:-,106423043,106425266,2224,internal,106415850,106415989,140,internal,677.56062830339,6.72279744592844e-14,0.55606992759582,0.834610769258328,1.44349253395566e-13,1091.55831954601,0.154765109817951
CAOV3,ENSG00000153885,KCTD15,e6,ENSG00000153885:e6,19,33811553,33812789,1237,+,chr19:33811553-33812789:+,33811247,33811552,306,internal,33812790,33815761,2972,last,102.324882709738,8.15172333371297e-07,0.622596931826755,1.32242630827233,1.76241303699629e-10,174.118519737717,0.140758706336069
CAOV3,ENSG00000154040,CABYR,e5,ENSG00000154040:e5,18,24160070,24161515,1446,+,chr18:24160070-24161515:+,24159472,24160069,598,internal,24161516,24161600,85,last,345.735733020224,2.96547341385286e-20,0.663304983095056,0.585878878092025,5.76776124455655e-05,501.627164006279,0.346906752424813
CAOV3,ENSG00000156162,DPY19L4,e18,ENSG00000156162:e18,8,94788053,94789745,1693,+,chr8:94788053-94789745:+,94787894,94788052,159,internal,94789746,94793836,4091,last,127.04347729791,5.55563469243125e-14,1.0427213836895,0.895496088488168,8.40753606988476e-06,201.756380013545,0.119170927355904
CAOV3,ENSG00000156531,PHF6,e10,ENSG00000156531:e10,X,134425331,134425660,330,+,chrX:134425331-134425660:+,134425201,134425330,130,internal,134425661,134428790,3130,last,229.205827835362,1.06897075936917e-07,0.672329089554414,0.531832948504774,0.0010592017971967,333.036216323728,1.00920065552645
CAOV3,ENSG00000157637,SLC38A10,e3,ENSG00000157637:e3,17,81251613,81252194,582,-,chr17:81251613-81252194:-,81252195,81252683,489,internal,81251493,81251612,120,internal,128.111398680525,0.000267029990231966,0.5555314125506,0.785345820073,6.35816364378584e-05,189.319342889422,0.325290967163956
CAOV3,ENSG00000157895,C12orf43,e1,ENSG00000157895:e1,12,121004490,121005002,513,-,chr12:121004490-121005002:-,121005003,121005093,91,internal,121000486,121004489,4004,last,39.6481795223224,7.46123673387996e-08,1.12202310138116,1.19295918328443,0.00261389369274774,73.2403297309444,0.142768673939463
CAOV3,ENSG00000158092,NCK1,e3,ENSG00000158092:e3,3,136946296,136948258,1963,+,chr3:136946296-136948258:+,136945583,136946295,713,internal,136948259,136951606,3348,last,190.219221663493,1.02130033329387e-05,0.561197483858287,0.735116332346835,8.30613514721975e-06,293.147758306024,0.149336606370873
CAOV3,ENSG00000158201,ABHD3,e1,ENSG00000158201:e1,18,21651764,21656860,5097,-,chr18:21651764-21656860:-,21656861,21657026,166,internal,21650901,21651763,863,last,338.662028187757,9.06540463394489e-31,1.26284240106735,1.03876692844129,1.02364418272673e-15,580.395065792389,0.113869936392464
CAOV3,ENSG00000159314,ARHGAP27,e7,ENSG00000159314:e7,17,45397025,45397948,924,-,chr17:45397025-45397948:-,45397949,45398047,99,internal,45396916,45397024,109,internal,79.5171835355663,1.58237968063282e-06,0.749524767649244,0.840285010328318,0.0012105679363862,127.134157268809,0.137591079295248
CAOV3,ENSG00000160113,NR2F6,e1,ENSG00000160113:e1,19,17232627,17235498,2872,-,chr19:17232627-17235498:-,17235499,17236065,567,internal,17231883,17232626,744,last,322.039599580746,1.74462006366982e-27,0.591773130242362,1.60442778629855,5.42859970079575e-34,564.845680638436,0.196673287130375
CAOV3,ENSG00000160216,AGPAT3,e9,ENSG00000160216:e9,21,43981188,43982303,1116,+,chr21:43981188-43982303:+,43980989,43981187,199,internal,43982304,43987592,5289,last,111.975903038839,1.82857474771281e-44,1.77657871228036,1.72679779280884,1.48218286027997e-17,221.102882206624,0.198120862192316
CAOV3,ENSG00000160688,FLAD1,e2,ENSG00000160688:e2,1,154988850,154989559,710,+,chr1:154988850-154989559:+,154988105,154988849,745,internal,154989560,154989707,148,internal,122.621808293037,4.4890113613105e-07,0.627569867331837,1.27667230195074,1.23258945702464e-10,226.63045426179,0.31919782290393
CAOV3,ENSG00000160703,NLRX1,e9,ENSG00000160703:e9,11,119182346,119183117,772,+,chr11:119182346-119183117:+,119182094,119182345,252,internal,119183118,119184016,899,last,40.8144909564518,0.000257960040934593,0.91224285276774,1.71390934659884,7.83237844917132e-07,80.1497947999014,0.103820977720079
CAOV3,ENSG00000161021,MAML1,e2,ENSG00000161021:e2,5,179766742,179768849,2108,+,chr5:179766742-179768849:+,179765326,179766741,1416,internal,179768850,179769089,240,internal,179.069444462775,1.57018142017913e-27,1.24888006651143,1.25600285863603,6.21702392467848e-13,313.689714130648,0.148809162301067
CAOV3,ENSG00000161638,ITGA5,e2,ENSG00000161638:e2,12,54397488,54398596,1109,-,chr12:54397488-54398596:-,54398597,54398698,102,internal,54397365,54397487,123,internal,65.5871963733044,0.000171594177388293,0.644139152527367,1.63686243969146,9.16855773894063e-10,121.606585213643,0.109654269804908
CAOV3,ENSG00000163013,FBXO41,e10,ENSG00000163013:e10,2,73265967,73266456,490,-,chr2:73265967-73266456:-,73266457,73266682,226,internal,73265893,73265966,74,internal,51.7717565282301,0.00378179488255814,0.630103214834206,1.09886636806292,0.000619089135317226,99.496296992981,0.203053667332614
CAOV3,ENSG00000163635,ATXN7,e12,ENSG00000163635:e12,3,63996484,63999449,2966,+,chr3:63996484-63999449:+,63995505,63996483,979,internal,63999450,64003462,4013,last,650.733624176641,2.40597732294405e-18,0.549374532987475,0.276137160209874,0.0392509633664296,876.47868326751,0.295508659227077
CAOV3,ENSG00000163755,HPS3,e7,ENSG00000163755:e7,3,149153649,149155106,1458,+,chr3:149153649-149155106:+,149153494,149153648,155,internal,149155107,149155215,109,internal,104.954987493468,0.000105912152255096,0.65790873005834,1.16296380915364,1.00863567926643e-07,173.272120645958,0.118842332404635
CAOV3,ENSG00000163840,DTX3L,e3,ENSG00000163840:e3,3,122570025,122570454,430,+,chr3:122570025-122570454:+,122568489,122570024,1536,internal,122570455,122570672,218,internal,46.1586741748794,0.00417066638820909,0.731355023495503,1.88924725485576,9.46674388111365e-09,93.5922403489116,0.217656372904446
CAOV3,ENSG00000164073,MFSD8,e1,ENSG00000164073:e1,4,127920837,127921523,687,-,chr4:127920837-127921523:-,127921524,127921771,248,internal,127917805,127920836,3032,last,137.272472842191,2.50577666808854e-06,0.931708585878982,0.892173161082194,2.51500168610712e-05,239.039640891139,0.347947075532954
CAOV3,ENSG00000164151,ICE1,e13,ENSG00000164151:e13,5,5465227,5466333,1107,+,chr5:5465227-5466333:+,5460436,5465226,4791,internal,5466334,5466502,169,internal,216.660645319645,1.39474334244347e-11,0.610174532723325,0.686565089360751,1.1492938025268e-05,325.043321211761,0.293625403081988
CAOV3,ENSG00000164190,NIPBL,e10,ENSG00000164190:e10,5,36986302,36995621,9320,+,chr5:36986302-36995621:+,36984676,36986301,1626,internal,36995622,36995804,183,internal,1033.52401534562,2.06675893837997e-18,0.521793590311145,0.583726753719207,8.57573504331893e-10,1445.4806131106,0.155094486385257
CAOV3,ENSG00000164190,NIPBL,e46,ENSG00000164190:e46,5,37063979,37064526,548,+,chr5:37063979-37064526:+,37063790,37063978,189,internal,37064527,37066413,1887,last,377.942065747109,1.11109368408204e-16,0.792855912959467,0.854711798325477,1.21510651538447e-12,576.249386751015,1.05154997582302
CAOV3,ENSG00000164241,C5orf63,e1,ENSG00000164241:e1,5,127051948,127052612,665,-,chr5:127051948-127052612:-,127052613,127052669,57,internal,127051304,127051947,644,last,43.9459639563916,0.0216478568399136,0.532478956196435,0.759340394166602,0.0494592467687654,77.3860087723186,0.116369938003487
CAOV3,ENSG00000164342,TLR3,e4,ENSG00000164342:e4,4,186084173,186084644,472,+,chr4:186084173-186084644:+,186082320,186084172,1853,internal,186084645,186088073,3429,last,34.1694815022736,6.83260868447209e-10,1.61991384676962,3.1046317813574,1.63332985391989e-12,93.9687249378154,0.199086281647914
CAOV3,ENSG00000164347,GFM2,e1,ENSG00000164347:e1,5,74721784,74722378,595,-,chr5:74721784-74722378:-,74722379,74722561,183,internal,74721206,74721783,578,last,36.2021828287725,0.000775473757801919,1.09515282536411,1.11758392638084,0.00466842031274454,66.3308646619873,0.111480444810063
CAOV3,ENSG00000164808,SPIDR,e19,ENSG00000164808:e19,8,47729466,47735306,5841,+,chr8:47729466-47735306:+,47729412,47729465,54,internal,47735307,47736306,1000,last,403.813079343189,2.82233862444431e-05,0.676171093342358,0.446315354243779,0.0018077572256697,584.540744833763,0.100075457085048
CAOV3,ENSG00000165671,NSD1,e1,ENSG00000165671:e1,5,177133953,177135086,1134,+,chr5:177133953-177135086:+,177133773,177133952,180,first,177135087,177136030,944,internal,117.298256377706,1.30455777643073e-09,0.737424466124488,0.583746545708851,0.0132558906827698,183.791770834257,0.162073871987881
CAOV3,ENSG00000166949,SMAD3,e7,ENSG00000166949:e7,15,67184865,67187364,2500,+,chr15:67184865-67187364:+,67184727,67184864,138,internal,67187365,67187509,145,internal,257.634852940253,8.33650310576458e-06,0.690814453156738,0.411798928429252,0.0194517249756771,360.674076599556,0.144269630639822
CAOV3,ENSG00000167549,CORO6,e5,ENSG00000167549:e5,17,29617043,29617499,457,-,chr17:29617043-29617499:-,29617500,29617619,120,internal,29616938,29617042,105,internal,32.6464991710928,0.0178879286269917,0.699552039382723,0.904932826213439,0.0404411994168084,53.8938275378647,0.11792960073931
CAOV3,ENSG00000167637,ZNF283,e1,ENSG00000167637:e1,19,43827445,43828201,757,+,chr19:43827445-43828201:+,43827321,43827444,124,first,43828202,43828281,80,internal,50.4568670061796,0.0231042222507403,0.603230335527571,1.0203807765743,0.00232390109737575,82.2094003064764,0.108598943601686
CAOV3,ENSG00000167642,SPINT2,e6,ENSG00000167642:e6,19,38290576,38291839,1264,+,chr19:38290576-38291839:+,38290537,38290575,39,internal,38291840,38292615,776,last,215.385168344282,4.34434073697778e-16,0.65000287951586,0.550633516759774,0.000972793177312111,319.217286185814,0.252545321349536
CAOV3,ENSG00000167674,HDGFL2,e15,ENSG00000167674:e15,19,4501318,4501910,593,+,chr19:4501318-4501910:+,4501191,4501317,127,internal,4501911,4502207,297,last,40.7105596094389,6.66659962505947e-07,1.03923347234585,0.895978144810086,0.0200199770958127,74.6222227447358,0.125838486921983
CAOV3,ENSG00000168056,LTBP3,e7,ENSG00000168056:e7,11,65540615,65540870,256,-,chr11:65540615-65540870:-,65540871,65540954,84,internal,65540486,65540614,129,internal,193.640010564177,1.51655092111167e-07,0.725143384874801,0.580755850715382,0.00626626289126191,324.74485824098,1.26853460250383
CAOV3,ENSG00000168096,ANKS3,e7,ENSG00000168096:e7,16,4699177,4700969,1793,-,chr16:4699177-4700969:-,4700970,4701134,165,internal,4699052,4699176,125,internal,143.584383097005,2.81467337962938e-14,0.801189796276687,0.522320308383381,0.0141890902697334,204.520166041128,0.114065904094327
CAOV3,ENSG00000168502,MTCL1,e14,ENSG00000168502:e14,18,8826233,8831606,5374,+,chr18:8826233-8831606:+,8824699,8826232,1534,internal,8831607,8832778,1172,last,614.154451757335,8.99664832456852e-26,1.01909942123241,1.2237315513776,4.698998023769e-31,1040.56543938493,0.19362959422868
CAOV3,ENSG00000168724,DNAJC21,e11,ENSG00000168724:e11,5,34954002,34954552,551,+,chr5:34954002-34954552:+,34953926,34954001,76,internal,34954553,34958964,4412,last,49.937979064563,0.0110333195470902,0.739166325883889,0.954697086543914,0.00515598056842545,95.3326043271621,0.173017430720802
CAOV3,ENSG00000169084,DHRSX,e6,ENSG00000169084:e6,X,2425305,2500816,75512,-,chrX:2425305-2500816:-,2500817,2500976,160,first,2425197,2425304,108,internal,5480.73964596505,2.26242196641465e-30,0.83040123598385,0.977626932440019,7.18313844451282e-46,8524.89800207917,0.112894612804311
