gene_id,gene_name,feature,feature_id,chr,start,end,width,strand,upstream_exon_range,upstream_exon_type,upstream_exon_width,downstream_exon_range,downstream_exon_type,downstream_exon_width,exon_base_mean,DEXseq_padj,DEXseq_log2FC,DESeq_l2fc,DEseq_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000042207,Kdm5b,e1,ENSMUSG00000042207:e1,1,134488281,134512891,24611,+,chr1:134487909-134488280:+,first,372,chr1:134512892-134512969:+,internal,78,66.4405293458697,0.870104061199544,0.211664817632299,-0.0476261016506371,0.975538493107974,12,Blood,12h
ENSMUSG00000042628,Zfyve1,e10,ENSMUSG00000042628:e10,12,83621911,83641171,19261,-,chr12:83641172-83642096:-,internal,925,chr12:83621406-83621910:-,internal,505,170.583973040628,0.924836732283358,0.126543195875454,0.599700518068916,0.080756227834119,12,Blood,12h
ENSMUSG00000042644,Itpr3,e1,ENSMUSG00000042644:e1,17,27276649,27292071,15423,+,chr17:27276278-27276648:+,first,371,chr17:27292072-27292142:+,internal,71,20.9368597373165,0.975485718105406,0.18975903206352,0.26365793938994,0.850856780565147,12,Blood,12h
ENSMUSG00000042724,Map3k9,e10,ENSMUSG00000042724:e10,12,81790753,81819453,28701,-,chr12:81819454-81819867:-,internal,414,chr12:81790572-81790752:-,internal,181,11.5736616091329,0.965810874274383,0.0527686731899681,0.560729379386032,NA,12,Blood,12h
ENSMUSG00000042734,Ttc9,e1,ENSMUSG00000042734:e1,12,81678576,81707339,28764,+,chr12:81678023-81678575:+,first,553,chr12:81707340-81707522:+,internal,183,2.1098752261341,NA,-0.438625527663808,-0.642676848317075,NA,12,Blood,12h
ENSMUSG00000044308,Ubr3,e23,ENSMUSG00000044308:e23,2,69803954,69808062,4109,+,chr2:69803493-69803953:+,internal,461,chr2:69808063-69808151:+,internal,89,15.4829449338125,0.96840982856664,0.0620131310904739,-0.137863644852221,0.938257902128004,12,Blood,12h
ENSMUSG00000044340,Phlpp1,e1,ENSMUSG00000044340:e1,1,106101178,106209092,107915,+,chr1:106099482-106101177:+,first,1696,chr1:106209093-106209289:+,internal,197,328.439907018214,0.875102926378156,0.160102353068531,0.247116562757924,0.85198273427513,12,Blood,12h
ENSMUSG00000044770,Scml4,e1,ENSMUSG00000044770:e1,10,42736850,42783712,46863,+,chr10:42736366-42736849:+,first,484,chr10:42783713-42783791:+,internal,79,225.952667970157,0.394325517358988,0.186003816101995,1.02565795253666,0.10229142720207,12,Blood,12h
ENSMUSG00000044791,Setd2,e12,ENSMUSG00000044791:e12,9,110403343,110419455,16113,+,chr9:110402680-110403342:+,internal,663,chr9:110419456-110419504:+,internal,49,99.0629489249777,0.923305134704122,0.0562702707017806,0.0935135775064957,0.907344407406938,12,Blood,12h
ENSMUSG00000045867,Cradd,e1,ENSMUSG00000045867:e1,10,95011841,95158447,146607,-,chr10:95158448-95158751:-,internal,304,chr10:95010608-95011840:-,last,1233,235.425240161017,0.824385747696968,-0.156033394602078,0.0242588160524237,0.992297525306387,12,Blood,12h
ENSMUSG00000046138,9930021J03Rik,e6,ENSMUSG00000046138:e6,19,29732418,29782681,50264,-,chr19:29782682-29783389:-,first,708,chr19:29731000-29732417:-,internal,1418,264.108095400763,0.981471306618148,-0.00738832193583328,-0.352265505022753,0.519102788869491,12,Blood,12h
ENSMUSG00000046169,Adamts6,e2,ENSMUSG00000046169:e2,13,104434035,104443728,9694,+,chr13:104433670-104434034:+,internal,365,chr13:104443729-104443897:+,internal,169,17.6954947065904,0.902157491495274,-0.295741571673116,0.177358871688015,0.919862724560535,12,Blood,12h
ENSMUSG00000046743,Fat4,e1,ENSMUSG00000046743:e1,3,38946284,38996957,50674,+,chr3:38941089-38946283:+,first,5195,chr3:38996958-38997089:+,internal,132,8.53748307736547,0.901339241931178,-0.401041110657542,-0.165677151505526,NA,12,Blood,12h
ENSMUSG00000047109,Cldn14,e2,ENSMUSG00000047109:e2,16,93739294,93809383,70090,-,chr16:93809384-93809696:-,first,313,chr16:93739156-93739293:-,internal,138,3.72217597711338,0.48256144248733,1.52042234552908,0.906434029988158,NA,12,Blood,12h
ENSMUSG00000047213,Ythdf3,e5,ENSMUSG00000047213:e5,3,16259589,16268118,8530,+,chr3:16257990-16259588:+,internal,1599,chr3:16268119-16271019:+,last,2901,177.086657895188,0.0311486590042161,0.687761348641097,1.01976009522222,0.0437174182447474,12,Blood,12h
ENSMUSG00000047409,Ctdspl,e1,ENSMUSG00000047409:e1,9,118756009,118840302,84294,+,chr9:118755521-118756008:+,first,488,chr9:118840303-118840457:+,internal,155,55.8738877046558,0.770616371121053,-0.322369289873142,-0.536091327412212,0.745495913662182,12,Blood,12h
ENSMUSG00000047888,Tnrc6b,e7,ENSMUSG00000047888:e7,15,80760863,80763067,2205,+,chr15:80760518-80760862:+,internal,345,chr15:80763068-80765407:+,internal,2340,24.8067442412361,0.556643076225764,0.495769500522381,0.361050716430257,0.731030687479258,12,Blood,12h
ENSMUSG00000048170,Mcmbp,e16,ENSMUSG00000048170:e16,7,128326923,128341856,14934,-,chr7:128341857-128342210:-,first,354,chr7:128326837-128326922:-,internal,86,31.6575368065212,0.620661025122678,0.22620441250009,0.288301362470939,0.837118093500892,12,Blood,12h
ENSMUSG00000048249,Crebrf,e3,ENSMUSG00000048249:e3,17,26962106,26976778,14673,+,chr17:26961016-26962105:+,internal,1090,chr17:26976779-26976973:+,internal,195,67.2007595043843,0.996231385876693,-0.0257215195241551,-0.00751299113060078,0.996207907514222,12,Blood,12h
ENSMUSG00000048701,Ccdc6,e1,ENSMUSG00000048701:e1,10,69933412,69978408,44997,+,chr10:69932951-69933411:+,first,461,chr10:69978409-69978558:+,internal,150,161.988317478507,0.658290066941851,0.143551866032062,0.272875763429252,0.628336398572764,12,Blood,12h
ENSMUSG00000048960,Prex2,e1,ENSMUSG00000048960:e1,1,11064134,11131549,67416,+,chr1:11063689-11064133:+,first,445,chr1:11131550-11131621:+,internal,72,30.8908983872357,0.914741623032714,0.202799792521432,0.287343825474214,0.922895098313803,12,Blood,12h
ENSMUSG00000049659,Aftph,e8,ENSMUSG00000049659:e8,11,20662316,20675684,13369,-,chr11:20675685-20677607:-,first,1923,chr11:20662164-20662315:-,internal,152,172.003927883098,0.943969280198708,-0.0191615524712399,0.215739382176342,0.66426825823303,12,Blood,12h
ENSMUSG00000050390,C77080,e6,ENSMUSG00000050390:e6,4,129119807,129141913,22107,-,chr4:129141914-129142236:-,first,323,chr4:129119636-129119806:-,internal,171,33.1690124783925,0.791024573139206,-0.149656768996904,-2.2970967557902,0.0308590382051947,12,Blood,12h
ENSMUSG00000050640,Tmem150c,e7,ENSMUSG00000050640:e7,5,100243556,100307324,63769,-,chr5:100307325-100307667:-,first,343,chr5:100243466-100243555:-,internal,90,5.22443224910748,0.889128473592762,-0.101522209935433,-0.0158315400804764,NA,12,Blood,12h
ENSMUSG00000051403,Ppp1r37,e12,ENSMUSG00000051403:e12,7,19271393,19295735,24343,-,chr7:19295736-19297001:-,first,1266,chr7:19271295-19271392:-,internal,98,49.0102376519539,0.838954397953113,-0.0577439397847312,-0.321796468237747,0.714103060598007,12,Blood,12h
ENSMUSG00000052632,Asap2,e1,ENSMUSG00000052632:e1,12,21162171,21218204,56034,+,chr12:21161749-21162170:+,first,422,chr12:21218205-21218277:+,internal,73,65.0646579371322,0.540297591830617,-0.524129228593608,-0.824281939945878,0.136216739975819,12,Blood,12h
ENSMUSG00000053716,Dusp7,e2,ENSMUSG00000053716:e2,9,106248335,106250837,2503,+,chr9:106247900-106248334:+,internal,435,chr9:106250838-106252923:+,last,2086,24.5868434782359,0.317118105589008,0.480001961477958,0.445643679792817,0.712671309303694,12,Blood,12h
ENSMUSG00000054808,Actn4,e21,ENSMUSG00000054808:e21,7,28618494,28661443,42950,-,chr7:28661444-28661765:-,first,322,chr7:28618379-28618493:-,internal,115,92.7490760548412,0.839263513987273,0.203495617917651,0.148918502904296,0.935491065421713,12,Blood,12h
ENSMUSG00000056888,Glipr1,e5,ENSMUSG00000056888:e5,10,111829586,111832762,3177,-,chr10:111832763-111833156:-,internal,394,chr10:111829346-111829585:-,internal,240,25.2709542196265,0.92136796267667,0.291332660978661,0.628649585127124,0.682786817843189,12,Blood,12h
ENSMUSG00000057230,Aak1,e1,ENSMUSG00000057230:e1,6,86827198,86901995,74798,+,chr6:86826499-86827197:+,first,699,chr6:86901996-86902114:+,internal,119,161.646238195226,0.986994661058635,0.00985789102489587,0.275511630687182,0.669678663135632,12,Blood,12h
ENSMUSG00000057522,Spop,e1,ENSMUSG00000057522:e1,11,95305231,95361347,56117,+,chr11:95304924-95305230:+,first,307,chr11:95361348-95361491:+,internal,144,280.786089202757,0.850433212490435,0.150358071754722,0.0079542381115167,0.994677256923526,12,Blood,12h
ENSMUSG00000058446,Znrf2,e1,ENSMUSG00000058446:e1,6,54794458,54840884,46427,+,chr6:54793901-54794457:+,first,557,chr6:54840885-54840980:+,internal,96,211.881727366613,0.919417970173881,-0.0495114012182825,0.232202636176226,0.715570195131189,12,Blood,12h
ENSMUSG00000059149,Mfsd4a,e9,ENSMUSG00000059149:e9,1,131987097,131995400,8304,-,chr1:131995401-131995701:-,first,301,chr1:131986898-131987096:-,internal,199,0.652565930987363,NA,0.48979045299994,0.681709618320552,NA,12,Blood,12h
ENSMUSG00000060002,Chpt1,e8,ENSMUSG00000060002:e8,10,88325591,88339446,13856,-,chr10:88339447-88339935:-,first,489,chr10:88325443-88325590:-,internal,148,18.0692627648813,0.253301461418759,0.837059035168684,0.125373381861397,0.968449970821426,12,Blood,12h
ENSMUSG00000060427,Zfp868,e3,ENSMUSG00000060427:e3,8,70066526,70071964,5439,-,chr8:70071965-70072322:-,internal,358,chr8:70066399-70066525:-,internal,127,8.88468770304528,0.867741305016373,-0.543935045848776,-0.473927115189479,NA,12,Blood,12h
ENSMUSG00000061731,Ext1,e10,ENSMUSG00000061731:e10,15,52970968,53207797,236830,-,chr15:53207798-53209555:-,first,1758,chr15:52970874-52970967:-,internal,94,782.489985429431,0.717271306045283,0.521303111207322,0.282375273638355,0.880037509371285,12,Blood,12h
ENSMUSG00000062203,Gspt1,e14,ENSMUSG00000062203:e14,16,11058705,11071506,12802,-,chr16:11071507-11072073:-,first,567,chr16:11058669-11058704:-,internal,36,42.8453976661382,0.934414077466036,0.076887494394474,-0.238707538914129,0.82673117248353,12,Blood,12h
ENSMUSG00000062300,Nectin2,e8,ENSMUSG00000062300:e8,7,19472300,19483139,10840,-,chr7:19483140-19483498:-,first,359,chr7:19471937-19472299:-,internal,363,5.25749745509758,0.720841617131591,-0.633271899256868,-0.953886609779802,NA,12,Blood,12h
ENSMUSG00000062785,Kcnc3,e2,ENSMUSG00000062785:e2,7,44245693,44247804,2112,+,chr7:44244585-44245692:+,internal,1108,chr7:44247805-44247999:+,internal,195,0.171027828290111,NA,9.0171934589241,1.4261377251406,NA,12,Blood,12h
ENSMUSG00000063317,Usp31,e15,ENSMUSG00000063317:e15,7,121278746,121305858,27113,-,chr7:121305859-121306476:-,first,618,chr7:121278608-121278745:-,internal,138,62.2261019114107,0.97351129718063,0.0159124563279365,0.34773954333563,0.55918832516687,12,Blood,12h
ENSMUSG00000063358,Mapk1,e1,ENSMUSG00000063358:e1,16,16801604,16833761,32158,+,chr16:16801246-16801603:+,first,358,chr16:16833762-16833944:+,internal,183,1483.03007843725,0.991654133739972,0.017316970934921,0.274347507092188,0.80203306524514,12,Blood,12h
ENSMUSG00000064145,Arih2,e13,ENSMUSG00000064145:e13,9,108497326,108521224,23899,-,chr9:108521225-108521567:-,internal,343,chr9:108497258-108497325:-,internal,68,232.123023473634,0.591923437976549,0.192216217011856,0.141508040790467,0.88225245822993,12,Blood,12h
ENSMUSG00000068015,Lrch1,e19,ENSMUSG00000068015:e19,14,75095562,75184823,89262,-,chr14:75184824-75185306:-,first,483,chr14:75095417-75095561:-,internal,145,258.585242627353,0.86194855582404,0.0997638110848165,0.35026846571473,0.599046641809291,12,Blood,12h
ENSMUSG00000069581,Tspear,e1,ENSMUSG00000069581:e1,10,77522732,77665300,142569,+,chr10:77522403-77522731:+,first,329,chr10:77665301-77665521:+,internal,221,4.90274493905804,0.97440822551263,0.259210165706642,0.298657884985994,NA,12,Blood,12h
ENSMUSG00000070643,Sox13,e13,ENSMUSG00000070643:e13,1,133321010,133351613,30604,-,chr1:133351614-133352115:-,first,502,chr1:133320811-133321009:-,internal,199,24.9060072929632,0.878872319069302,0.133607673746708,-0.493993132874195,0.769817115466288,12,Blood,12h
ENSMUSG00000071072,Ptges3,e1,ENSMUSG00000071072:e1,10,127895156,127904540,9385,+,chr10:127894823-127895155:+,first,333,chr10:127904541-127904654:+,internal,114,39.8648038378795,0.828312890097285,0.151939819310493,0.197056775416878,0.864727087995468,12,Blood,12h
ENSMUSG00000071359,Tbpl1,e6,ENSMUSG00000071359:e6,10,22587991,22607014,19024,-,chr10:22607015-22607346:-,first,332,chr10:22587813-22587990:-,internal,178,154.363626206052,0.897331267355536,0.0662418504457216,0.347938941999506,0.355214721702277,12,Blood,12h
ENSMUSG00000073197,5730507C01Rik,e1,ENSMUSG00000073197:e1,12,18564937,18581610,16674,+,chr12:18564511-18564936:+,first,426,chr12:18581611-18581737:+,internal,127,3.01673627846063,NA,0.0412181142527763,0.281717536558872,NA,12,Blood,12h
ENSMUSG00000075122,Cd80,e2,ENSMUSG00000075122:e2,16,38279652,38294227,14576,+,chr16:38279339-38279651:+,internal,313,chr16:38294228-38294545:+,internal,318,41.0370400933423,0.918318032146662,0.0879655500171079,0.436629162160032,0.616523955581581,12,Blood,12h
ENSMUSG00000075254,Heg1,e1,ENSMUSG00000075254:e1,16,33505226,33527285,22060,+,chr16:33504915-33505225:+,first,311,chr16:33527286-33527576:+,internal,291,59.3259766052596,0.898494636236689,0.125269337483482,0.0528882321822721,0.978677697964309,12,Blood,12h
ENSMUSG00000096188,Cmtm4,e3,ENSMUSG00000096188:e3,8,105084507,105122082,37576,-,chr8:105122083-105122439:-,first,357,chr8:105084330-105084506:-,internal,177,25.4378957915758,0.788648750611245,0.100337849389136,0.4055771586309,0.877129285702488,12,Blood,12h
ENSMUSG00000102422,Iqschfp,e5,ENSMUSG00000102422:e5,3,68402591,68503482,100892,+,chr3:68401907-68402590:+,internal,684,chr3:68503483-68503601:+,internal,119,29.1108748052167,0.954762881172546,0.151719549725667,0.224614480136,0.879045479009062,12,Blood,12h
ENSMUSG00000000544,Gpa33,e1,ENSMUSG00000000544:e1,1,165958174,165974207,16034,+,chr1:165957807-165958173:+,first,367,chr1:165974208-165974362:+,internal,155,4.1698712361842,0.969952137908997,0.100282817672927,2.0999215737195,0.0839999053324966,24,Blood,24h
ENSMUSG00000000794,Kcnn3,e1,ENSMUSG00000000794:e1,3,89428712,89472165,43454,+,chr3:89427471-89428711:+,first,1241,chr3:89472166-89472261:+,internal,96,11.1768911137787,0.570055180556924,0.646797794670078,1.86038826306084,0.00693310888183236,24,Blood,24h
ENSMUSG00000000958,Slc7a7,e8,ENSMUSG00000000958:e8,14,54616579,54645959,29381,-,chr14:54645960-54646505:-,internal,546,chr14:54616453-54616578:-,internal,126,45.1633562776687,0.881036037214558,-0.0436945195812779,-0.291456405019604,0.772686756888762,24,Blood,24h
ENSMUSG00000001761,Smo,e1,ENSMUSG00000001761:e1,6,29736353,29753468,17116,+,chr6:29735693-29736352:+,first,660,chr6:29753469-29753674:+,internal,206,21.1312805067024,0.405217696227074,0.0985949566050568,-0.262561016525969,0.900180610275277,24,Blood,24h
ENSMUSG00000001855,Nup214,e29,ENSMUSG00000001855:e29,2,31924982,31928113,3132,+,chr2:31923215-31924981:+,internal,1767,chr2:31928114-31928184:+,internal,71,10.8601679354074,0.872668417932308,-0.36602768811891,-0.198738855638173,0.941616810136299,24,Blood,24h
ENSMUSG00000002028,Kmt2a,e35,ENSMUSG00000002028:e35,9,44764305,44792146,27842,-,chr9:44792147-44792594:-,first,448,chr9:44764235-44764304:-,internal,70,92.1203788499546,0.133977910137597,-0.00995412500797865,-0.182191404522242,0.817708444556851,24,Blood,24h
ENSMUSG00000002393,Nr2f6,e3,ENSMUSG00000002393:e3,8,71831128,71833634,2507,-,chr8:71833635-71834604:-,first,970,chr8:71831033-71831127:-,internal,95,58.0015586099082,0.923353030814519,-0.0474325608789954,0.0137238684043223,0.992748445217544,24,Blood,24h
ENSMUSG00000002835,Chaf1a,e3,ENSMUSG00000002835:e3,17,56354635,56363420,8786,+,chr17:56353823-56354634:+,internal,812,chr17:56363421-56363477:+,internal,57,4.19860673389745,0.58366665777563,0.963734438614468,-0.56485462599758,0.814987471601053,24,Blood,24h
ENSMUSG00000003068,Stk11,e1,ENSMUSG00000003068:e1,10,79952742,79960635,7894,+,chr10:79951637-79952741:+,first,1105,chr10:79960636-79960719:+,internal,84,268.509370476672,0.00772385377245199,0.91511113330619,0.0641454080655406,0.955937968180298,24,Blood,24h
ENSMUSG00000003228,Grk5,e1,ENSMUSG00000003228:e1,19,60879070,60976139,97070,+,chr19:60878187-60879069:+,first,883,chr19:60976140-60976235:+,internal,96,231.929152791198,0.738399811362305,0.202669111893309,0.42073638828635,0.471848874688718,24,Blood,24h
ENSMUSG00000003316,Glg1,e25,ENSMUSG00000003316:e25,8,111928191,111985402,57212,-,chr8:111985403-111985848:-,first,446,chr8:111928158-111928190:-,internal,33,95.2689140325849,0.864538163391926,0.155083876820379,0.06387610003266,0.958304046441126,24,Blood,24h
ENSMUSG00000004054,Map3k11,e3,ENSMUSG00000004054:e3,19,5741017,5745188,4172,+,chr19:5739717-5741016:+,internal,1300,chr19:5745189-5745369:+,internal,181,71.3105890675238,0.242177669985429,-0.317877794462697,0.153921792452444,0.883093265232636,24,Blood,24h
ENSMUSG00000004270,Lpcat3,e1,ENSMUSG00000004270:e1,6,124640323,124675032,34710,+,chr6:124639990-124640322:+,first,333,chr6:124675033-124675140:+,internal,108,109.818176301659,0.370753459604966,0.49546973422881,-0.365749576800092,0.774317467990193,24,Blood,24h
ENSMUSG00000004347,Pde1c,e19,ENSMUSG00000004347:e19,6,56558257,56629097,70841,-,chr6:56629098-56629472:-,first,375,chr6:56558179-56558256:-,internal,78,10.0896696324538,4.90783225939939e-05,2.06100464370215,2.82677168807372,0.000162725182772502,24,Blood,24h
ENSMUSG00000004462,Tbccd1,e6,ENSMUSG00000004462:e6,16,22652784,22660478,7695,-,chr16:22660479-22660857:-,internal,379,chr16:22652628-22652783:-,internal,156,30.4716262216514,0.527153866417702,0.410262321203562,0.264064761336717,0.830645528101971,24,Blood,24h
ENSMUSG00000004633,Chn2,e1,ENSMUSG00000004633:e1,6,54017141,54150448,133308,+,chr6:54016558-54017140:+,first,583,chr6:54150449-54150487:+,internal,39,397.118933309759,0.682204881535023,-0.286565067470352,-0.197699496333555,0.907265860951111,24,Blood,24h
ENSMUSG00000005417,Mprip,e1,ENSMUSG00000005417:e1,11,59553775,59586951,33177,+,chr11:59553333-59553774:+,first,442,chr11:59586952-59587029:+,internal,78,124.325672966993,0.897808570429522,-0.0515975044949268,-0.02715525380307,0.97736682879066,24,Blood,24h
ENSMUSG00000005442,Cic,e2,ENSMUSG00000005442:e2,7,24973059,24984273,11215,+,chr7:24970260-24973058:+,internal,2799,chr7:24984274-24984423:+,internal,150,58.8808291878631,0.144699053827699,0.623400647738261,0.702711381814752,0.190590625265037,24,Blood,24h
ENSMUSG00000005534,Insr,e19,ENSMUSG00000005534:e19,8,3261701,3308382,46682,-,chr8:3308383-3308934:-,internal,552,chr8:3261379-3261700:-,internal,322,209.113149304108,0.931145077709555,0.113793384972424,0.086719715824924,0.951516949872069,24,Blood,24h
ENSMUSG00000005580,Adcy9,e9,ENSMUSG00000005580:e9,16,4141822,4235716,93895,-,chr16:4235717-4237452:-,internal,1736,chr16:4141631-4141821:-,internal,191,390.004784685854,0.994491634036215,0.098675252319703,0.395729141959575,0.790736483379563,24,Blood,24h
ENSMUSG00000006906,Stambp,e5,ENSMUSG00000006906:e5,6,83534544,83538656,4113,-,chr6:83538657-83539023:-,internal,367,chr6:83534419-83534543:-,internal,125,6.51179639486655,0.928730186338374,-0.0332102052243117,-0.283603221757128,0.892483676346262,24,Blood,24h
ENSMUSG00000007617,Homer1,e1,ENSMUSG00000007617:e1,13,93444869,93478263,33395,+,chr13:93444542-93444868:+,first,327,chr13:93478264-93478420:+,internal,157,134.527738646902,0.988069046534042,0.00440446696793639,0.103643112295799,0.949385832402694,24,Blood,24h
ENSMUSG00000007880,Arid1a,e19,ENSMUSG00000007880:e19,4,133450363,133479779,29417,-,chr4:133479780-133480922:-,first,1143,chr4:133450150-133450362:-,internal,213,302.836904819204,0.630555278757976,0.0933193670612642,-0.0642364771440646,0.948705065924444,24,Blood,24h
ENSMUSG00000008734,Gprc5b,e2,ENSMUSG00000008734:e2,7,118575894,118582837,6944,-,chr7:118582838-118583867:-,first,1030,chr7:118575736-118575893:-,internal,158,14.3662998839286,0.842072554784415,0.218392506193521,0.759936756340066,0.694196423744857,24,Blood,24h
ENSMUSG00000009621,Vav2,e27,ENSMUSG00000009621:e27,2,27276619,27316287,39669,-,chr2:27316288-27317045:-,first,758,chr2:27276502-27276618:-,internal,117,109.82027257127,0.979373465092314,0.0108313400688091,0.151769771384465,0.82202820400874,24,Blood,24h
ENSMUSG00000010277,Bltp2,e16,ENSMUSG00000010277:e16,11,78163210,78163603,394,+,chr11:78162117-78163209:+,internal,1093,chr11:78163604-78163795:+,internal,192,4.42377143338024,0.551418115187984,-0.82931163923096,-0.781646262930631,0.666068665851931,24,Blood,24h
ENSMUSG00000014956,Ppp1cb,e1,ENSMUSG00000014956:e1,5,32616752,32635409,18658,+,chr5:32616187-32616751:+,first,565,chr5:32635410-32635541:+,internal,132,1666.27966543257,0.183784898835696,0.0133880287016694,-1.63333748192034,0.00451532316788378,24,Blood,24h
ENSMUSG00000015143,Actn1,e20,ENSMUSG00000015143:e20,12,80256248,80306760,50513,-,chr12:80306761-80307145:-,first,385,chr12:80256133-80256247:-,internal,115,189.864379151868,0.942984726919889,-0.111565131491441,-0.382241511100274,0.479478869225479,24,Blood,24h
ENSMUSG00000015202,Cnksr3,e12,ENSMUSG00000015202:e12,10,7110808,7161631,50824,-,chr10:7161632-7162237:-,first,606,chr10:7110644-7110807:-,internal,164,95.364517840903,0.895599716307907,0.0605053970761906,0.280558648772642,0.779267640845845,24,Blood,24h
ENSMUSG00000015697,Setdb1,e9,ENSMUSG00000015697:e9,3,95244577,95245656,1080,-,chr3:95245657-95246343:-,internal,687,chr3:95244460-95244576:-,internal,117,14.5474085132418,0.0721629628527958,0.799331343610362,0.507180580658978,0.669981771897345,24,Blood,24h
ENSMUSG00000015882,Lcorl,e1,ENSMUSG00000015882:e1,5,45859340,45880315,20976,-,chr5:45880316-45885084:-,internal,4769,chr5:45854523-45859339:-,last,4817,65.4110388191792,0.498144450851771,0.255799401075995,0.542527312490199,0.209553922630034,24,Blood,24h
ENSMUSG00000015932,Dstn,e1,ENSMUSG00000015932:e1,2,143757568,143780304,22737,+,chr2:143757240-143757567:+,first,328,chr2:143780305-143780612:+,internal,308,110.566751329383,0.845052452819544,-0.118336340371884,0.772589120996909,0.00967049117839936,24,Blood,24h
ENSMUSG00000016477,E2f3,e6,ENSMUSG00000016477:e6,13,30104209,30169282,65074,-,chr13:30169283-30170046:-,first,764,chr13:30104097-30104208:-,internal,112,282.425634835665,0.161148711022628,0.18497338434112,-0.188370397248225,0.74226983438388,24,Blood,24h
ENSMUSG00000016496,Cd274,e3,ENSMUSG00000016496:e3,19,29351300,29357703,6404,+,chr19:29350958-29351299:+,internal,342,chr19:29357704-29357988:+,internal,285,48.0807195112136,0.95697165800211,0.0310095756024706,0.35022012642414,0.662796346720913,24,Blood,24h
ENSMUSG00000016528,Mapkapk2,e9,ENSMUSG00000016528:e9,1,130986500,131025025,38526,-,chr1:131025026-131025563:-,first,538,chr1:130986360-130986499:-,internal,140,301.493113359721,0.927207267148758,-0.115440965792788,0.217977885062384,0.720949258673576,24,Blood,24h
ENSMUSG00000016758,Bik,e1,ENSMUSG00000016758:e1,15,83411543,83425495,13953,+,chr15:83411073-83411542:+,first,470,chr15:83425496-83425643:+,internal,148,21.2696755868999,0.527465683322498,0.367175006766177,-0.44592568579592,0.832006269205349,24,Blood,24h
ENSMUSG00000016933,Plcg1,e2,ENSMUSG00000016933:e2,2,160573954,160589694,15741,+,chr2:160573638-160573953:+,internal,316,chr2:160589695-160589847:+,internal,153,182.026949561085,0.914335354747635,0.199663450472102,0.261367397766324,0.676734187931402,24,Blood,24h
ENSMUSG00000017715,Pgs1,e7,ENSMUSG00000017715:e7,11,117896718,117905399,8682,+,chr11:117896196-117896717:+,internal,522,chr11:117905400-117905548:+,internal,149,159.625465271234,0.00803750498710358,0.87102477936048,0.554362265324415,0.237251626100844,24,Blood,24h
ENSMUSG00000018334,Ksr1,e18,ENSMUSG00000018334:e18,11,78965313,79036880,71568,-,chr11:79036881-79037233:-,first,353,chr11:78965172-78965312:-,internal,141,92.6793360433868,0.955794982131555,-0.202759081553579,0.415040906002007,0.442364334610632,24,Blood,24h
ENSMUSG00000018412,Kansl1,e13,ENSMUSG00000018412:e13,11,104269653,104314747,45095,-,chr11:104314748-104316119:-,internal,1372,chr11:104269511-104269652:-,internal,142,524.889822839984,0.851819858739968,0.0761372322273122,-0.0807481775771617,0.93007143534047,24,Blood,24h
ENSMUSG00000019254,Ppp1r12c,e21,ENSMUSG00000019254:e21,7,4500546,4504264,3719,-,chr7:4504265-4504679:-,first,415,chr7:4500415-4500545:-,internal,131,26.1332148460791,0.00386918164257937,0.747460567572649,0.908832372774057,0.0542939217822765,24,Blood,24h
ENSMUSG00000019846,Lama4,e1,ENSMUSG00000019846:e1,10,38842146,38881407,39262,+,chr10:38841511-38842145:+,first,635,chr10:38881408-38881509:+,internal,102,18.072078924814,0.902200540615076,0.145411515097198,0.336131925105573,0.867765306679715,24,Blood,24h
ENSMUSG00000019889,Ptprk,e1,ENSMUSG00000019889:e1,10,27951174,28082129,130956,+,chr10:27950850-27951173:+,first,324,chr10:28082130-28082252:+,internal,123,397.481116356256,0.922369707755897,0.0761268968499191,0.0380150322266833,0.987927681612209,24,Blood,24h
ENSMUSG00000020015,Cdk17,e1,ENSMUSG00000020015:e1,10,92997063,93044033,46971,+,chr10:92996752-92997062:+,first,311,chr10:93044034-93044180:+,internal,147,340.216330832377,0.917423813461052,-0.194485668666783,-0.120872602214739,0.880085744878719,24,Blood,24h
ENSMUSG00000020024,Cep83,e1,ENSMUSG00000020024:e1,10,94524909,94554713,29805,+,chr10:94524516-94524908:+,first,393,chr10:94554714-94554981:+,internal,268,67.5073276092648,0.541555172377805,0.283908701874785,0.183504947764736,0.826885004388141,24,Blood,24h
ENSMUSG00000020029,Nudt4,e4,ENSMUSG00000020029:e4,10,95388459,95399523,11065,-,chr10:95399524-95400008:-,first,485,chr10:95388348-95388458:-,internal,111,168.901763182126,0.94011215942758,0.0401317124207319,-0.258778908184195,0.682579250147416,24,Blood,24h
ENSMUSG00000020064,Herc4,e3,ENSMUSG00000020064:e3,10,63081905,63099804,17900,+,chr10:63081601-63081904:+,internal,304,chr10:63099805-63099964:+,internal,160,354.747909699897,0.938666615362787,0.0649979667650999,0.231046609045936,0.801664062198454,24,Blood,24h
ENSMUSG00000020128,Vps54,e7,ENSMUSG00000020128:e7,11,21228061,21241032,12972,+,chr11:21227675-21228060:+,internal,386,chr11:21241033-21241159:+,internal,127,82.2983227821896,0.352750084175549,0.318080539935077,0.203505125289821,0.804515838406659,24,Blood,24h
